CS01012021,T_SEC_NL,ZONENUMMER,STGB,NIS_GEM_L
82032A1MA,LES BOUHONS (ZONING INDUSTRIEL),"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A1PA,"BEAUFAYI, BARECHIN,ROND CHENE,NOIRCHAMPS","4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A20-,NEUVILLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A29-,NEUVILLE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A30-,BECHE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A39-,BECHE - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A40-,SALMCHATEAU-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A49-,SALMCHATEAU -HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A50-,RENCHEUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A59-,RENCHEUX - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A60-,BURTONVILLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A69-,BURTONVILLE -HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A70-,LA COMTE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A79-,LA COMTE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A80-,GORONNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A892,SUR DES SARS- CHAP.DE PELEMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032B00-,PETIT-THIER-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032B012,ROUTE DE MONT-LE-SOIE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032B091,PETIT-THIER-HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032B30-,COMMANSTER,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032B382,FORSINFA,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032B39-,COMMANSTER - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C00-,BIHAIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C09-,BIHAIN-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C100,OTRE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C190,OTRE - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C20-,PETITES-TAILLES-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C29-,PETITES-TAILLES - HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C300,REGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C390,REGNE - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C40-,HEBRONVAL-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C49-,HEBRONVAL - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C50-,FRAITURE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C59-,FRAITURE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C600,VALLEE DU GLAIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C690,VALLEE DU GLAIN - HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C70-,PROVEDROUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C79-,PROVEDROUX - BOIS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C802,JOUBIEVAL,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032C891,LES SARTS - FAGNE-EN-MIRENNE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D00-,GRAND-HALLEUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D09-,TIGEONVILLE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D10-,ENNAL-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D19-,ENNAL - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D20-,HOURT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D29-,HOURT - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D30-,PETIT HALLEUX - MONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032D39-,PETIT HALLEUX - MONT-HAB.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82032D499",DAIROMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
8203611PQ,STATION POMPAGE VILLEROUX,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036A000,VAUX-LEZ-ROSIERES-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036A090,VAUX-LEZ-ROSIERES - HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036B00-,NIVES-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036B01-,COBREVILLE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036B09-,BEULET-BOIS GERARD-GORGIPONT- BARRIERE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036B10-,SURE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036B19-,SURE - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036B20-,MORHET GARE - CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036B29-,MORHET GARE- HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036C000,MORHET-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036C090,MORHET-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036C100,PETITE ROSIERE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036C11-,GRANDE ROSIERE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036C190,ROSIERE - CHEMIN DE FER SUD,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036C200,REMIENCE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036C290,REMIENCE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D00-,HOMPRE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D09-,ODEFOY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D10-,SALVACOUR-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D19-,SEHAIRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D20-,GRANDRU-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D21-,CHAUMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D29-,BELLE - CROIF,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82036D300",REMICHAMPAGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82036D390",COCHET,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D40-,CLOCHIMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D49-,AU MONUMENT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D50-,ASSENOIS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D59-,CHAUSSEE ROMAINE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D60-,REMOIVILLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036D69-,GODINVAL - TROU BERNY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82036E000",SIBRET-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036E01-,SIBRET - GARE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82036E090",SIBRET-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036E10-,VILLEROU-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82036E191",VILLEROU - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036E20-,JODENVILLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82036E212",POISSON MOULIN,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82036E291",JODENVILLE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036E30-,CHENOGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036E3PP,CHENOGNE ET ALENTOURS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036E60-,LAVASELLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036E69-,LAVASELLE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036F00-,JUSERET-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036F09-,JUSERET-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036F10-,LESCHERET-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036F19-,LESCHERET - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036F20-,BERCHEUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82036F29-,BERCHEUX - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A00-,BOVIGNY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A09-,BOVIGNY-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A100,ROGERY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A190,ROGERY-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A200,COURTIL-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A212,GROS BAYLEUX,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A291,COURTIL-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A30-,HONVELEZ-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A39-,HONVELEZ - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A400,CIERREUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A490,CIERREUX - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A50-,HALCONREUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037A59-,HALCONREUX - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B00-,BEHO-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B091,BEHO - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B10-,DEIFFELT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B19-,DEIFFELT-HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B200,OURTHE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B290,OURTHE-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B40-,WATHERMAL-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037B49-,WATHERMAL - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C00-,LIMERLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C09-,LIMERLE-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C10-,STEINBACH-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C19-,STEINBACH - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C201,GOUVY - VILLAGE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C210,GOUVY - GARE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C222,GOUVY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037C290,GOUVY - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037D00-,CHERAIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037D012",VAUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037D091",VAUX - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037D100",STERPIGNY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037D190",STERPIGNY - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037D200",RETTIGNY - RENGLEZ-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037D290",RETTIGNY - RENGLEZ-HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037D30-,BRISY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037D39-,BRISY - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037E000",MONTLEBAN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037E01-,HALLONRU,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037E090",MONTLEBAN - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037E10-,BACLAIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037E19-,BACLAIN - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037E20-,LOMRE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037E29-,LOMRE-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82037E30-,LANGLIRE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037E310",PETITE LANGLIRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82037E390",LANGLIRE - HABITATIONS  DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A00-,TILLET-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A01-,CHISOGNE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A02-,GERIMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A03-,BEAUPLATEAU,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A09-,ACUL-BIERZY-LA TOURETTE-TOMPRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A102,RENUAMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A113,HUBERMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A181,RECHRIVAL - VA - GRAND-BUISSON,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A19-,ROUTE DE MARCHE - NABEUMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A20-,PINSAMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A29-,PINSAMONT - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A30-,HOUMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A39-,HOUMONT-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A40-,MAGEROTTE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038A49-,MAGERY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038B000,AMBERLOUP-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038B01-,TONNY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038B090,VA SUD-MENIL-ONEUX - HAB.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038B10-,SPRIMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038B11-,FOSSET,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038B12-,HERBAIMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038B19-,BARRIERE HAICK - WACHIROCK MACRAVIVIER - SAINTE-ODE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038C000,LAVACHERIE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038C090,LAVACHERIE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82038C682,SAINTE-ODE - CELI - PETITE VAU,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
83012A001,DURBUY-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012A010,DURBUY - PLATEAU,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012A022,OUTRE OURTHE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012A09-,DURBUY-HABITATIONS DISPERSEES,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B00-,GRANDHAN-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B012,VIVIER MADAME,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B063,HOLZET,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B091,GRANDHAN - HABITATIONS DISP.,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B101,PETITHAN-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B112,PETITHAN-EXTENSION-SAINT-MONON,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B123,PETITHAN - EXTENSION SUD,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B132,BARRIERE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B163,PETITHAN CHALETS,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B191,PETITHAN - HABITATIONS DISP.,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B20-,ENEILLE (GRANDE),"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B21-,ENEILLE(PETITE),"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B291,ENEILLE-HABITATIONS DISPERSEES,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012B314,ROME,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C00-,SEPTON-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C09-,SEPTON-HABITATIONS  DISPERSEES,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C100,PALENGE CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C19-,PALENGE-HABITATIONS DISPERSEES,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C20-,PETITE SOMME-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C21-,BELLEVUE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C222,PLATEAU DU SOLEIL,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012C291,PETITE SOMME-HABITATIONS DISP.,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012D00-,TOHOGNE-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012D09-,TOHOGNE-HABITATIONS DISPERSEES,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
"83012D100",VERLAINE  CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
"83012D162",NANDOUIRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
"83012D191",VERLAINE - HABITATIONS DISP.,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012D20-,WARRE   CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
"83012D262",WARRE CAMPING,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
"83012D291",WARRE-HABITATIONS DISPERSEES,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012D30-,LONGUEVILLE-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012D39-,LONGUEVILLE-HABITATIONS DISP.,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
83012D40-,HOUMART-CENTRE,"4094","5",0 DURBUY/EREZEE/HOTTON/LA ROCHE-EN-ARDENNE/...
