0.0,3.1910000000000003,9.617,16.483,6.946000000000001,6.7379999999999995,3.2409999999999997,0.0,12.869,3.598,5.5,9.838000000000001,6.3790000000000004,9.274,4.372,13.163,2.867,6.628,6.804,5.145,4.909,6.261,5.632,8.371,7.829,0.581,11.251,4.275,5.675,9.486,0.0,7.5649999999999995,6.479,15.016,2.893,2.8970000000000002,6.093999999999999,5.201,9.929,11.166,1.615,3.121,17.151,8.803999999999998,0.0,4.098,0.0,0.0
11.64,0.0,7.964,8.603,9.228,3.864,4.331,1.619,12.335,0.0,2.793,11.596,3.501,2.822,2.108,8.298,1.254,1.819,7.664,1.719,9.994,0.8,4.106,8.3,10.479,0.0,1.6909999999999998,5.606,0.515,1.907,0.0,1.5390000000000001,6.4510000000000005,3.47,0.794,0.0,2.474,2.509,5.208,5.197,0.716,3.833,9.075,7.958,0.0,0.666,0.0,0.0
36.436,8.658999999999999,0.0,14.121,9.088000000000001,12.75,5.951,1.789,13.733,0.0,6.354,11.633,8.281,10.39,18.69,21.922,5.551,6.468999999999999,9.068999999999999,8.922,9.426,4.384,5.963,17.78,10.791,0.0,10.227,5.868,6.639,6.484,0.0,8.242,17.691,24.926000000000002,11.762,10.606,9.071,5.689,14.565,16.612,2.981,5.2299999999999995,22.177999999999997,14.984000000000002,0.0,3.8259999999999996,0.0,1.666
48.596000000000004,13.637,39.141,0.0,35.052,48.019999999999996,18.154,4.174,44.094,2.5549999999999997,16.155,13.588,9.515,12.751999999999999,8.362,35.832,4.548,24.656,19.669,14.132000000000001,22.863,7.679,10.081,26.913,6.313,0.0,13.051,10.334,6.6930000000000005,5.8469999999999995,0.0,13.507,24.311999999999998,14.469999999999999,12.328,8.318999999999999,14.01,7.844,20.47,35.941,5.223,15.094999999999999,53.728,40.696,0.0,7.289000000000001,0.0,0.0
25.434,7.122,18.883000000000003,40.2,0.0,43.68,22.384999999999998,1.46,28.253999999999998,0.96,13.120000000000001,9.023,4.535,12.625,4.2620000000000005,21.784,3.233,18.517,13.386,10.23,14.599,7.7299999999999995,10.807,13.736999999999998,10.999,0.0,9.285,9.808,4.425,3.216,0.0,10.073,12.27,12.583,6.1690000000000005,4.55,3.793,5.23,18.878,15.288,6.119,9.825,26.487000000000002,30.229,0.0,1.8900000000000001,0.0,0.0
11.604,2.537,6.1209999999999996,18.874,18.864,0.0,12.442,1.778,17.041,0.0,4.707,6.148,2.313,2.856,2.706,7.565,0.655,7.6080000000000005,4.778,2.076,3.317,0.0,5.373,4.518,6.259,0.0,7.01,4.8580000000000005,4.329,3.651,0.0,7.170999999999999,4.369,8.65,2.625,2.541,3.574,2.29,5.553,8.071,2.394,5.759,16.613,17.291,0.0,4.239,0.0,1.916
15.309,5.086,5.548,24.032,31.22,23.201,0.0,4.244,19.733,0.0,7.779999999999999,6.01,2.843,0.728,5.631,10.600999999999999,4.027,11.426,5.99,3.197,6.657,6.462,4.429,9.323,5.564,0.0,9.620999999999999,4.57,0.941,1.884,0.0,8.14,9.16,5.895,3.896,1.3820000000000001,3.286,1.723,12.003,10.275,4.17,4.157,9.556000000000001,11.142,0.0,2.643,0.0,1.362
0.927,0.0,2.448,1.73,1.701,1.772,3.851,0.0,7.369,0.0,0.0,0.975,2.449,1.854,0.0,1.83,0.0,1.719,0.855,0.76,0.0,0.98,0.911,0.0,0.895,0.0,0.0,2.715,0.0,0.795,0.0,0.956,0.938,0.846,1.762,0.998,2.401,0.983,1.039,1.803,0.0,0.738,2.9,2.402,0.0,0.859,0.0,0.0
53.19,14.376,20.726,51.324,28.356,34.619,10.972999999999999,8.832,0.0,2.991,23.198999999999998,25.713,18.053,12.8,15.056000000000001,31.894000000000002,9.575,16.132,23.992,13.266,24.076999999999998,6.29,42.108,37.432,34.318,3.4059999999999997,20.272,23.022,11.084999999999999,10.780999999999999,0.0,12.533,22.656,24.029,9.649999999999999,13.257000000000001,11.124,12.959,21.22,19.336,1.957,7.77,33.818,21.847,0.0,5.49,0.0,0.0
6.380999999999999,0.648,1.757,2.338,4.420999999999999,1.838,1.738,0.0,6.276,0.0,0.927,0.386,0.0,2.7960000000000003,0.921,3.833,0.825,1.9329999999999998,0.995,0.0,0.943,1.9169999999999998,0.0,1.865,1.896,0.0,1.522,0.972,0.0,0.935,0.0,0.0,1.9129999999999998,0.0,0.0,0.914,0.0,0.0,0.863,1.87,0.0,0.988,0.792,1.955,0.0,3.5890000000000004,0.0,0.0
9.927,1.997,3.697,6.726,8.518,8.367,4.538,0.0,11.361,1.902,0.0,2.367,2.848,0.221,0.73,3.727,0.919,6.118,4.043,3.488,3.033,2.81,3.637,6.166,4.461,1.916,2.731,4.338,0.0,0.974,0.0,1.875,3.617,6.324,0.898,1.302,0.893,2.777,1.67,5.283,0.0,1.789,3.37,5.118,0.0,0.903,0.0,0.0
30.23,8.825,12.873000000000001,12.75,6.497,18.242,5.695,1.654,22.429000000000002,0.0,5.7379999999999995,0.0,10.618,13.454,8.433,11.729,2.087,6.824,9.838000000000001,3.017,12.608,6.638999999999999,8.309,17.473,12.094000000000001,0.0,7.743,6.226,7.494,3.743,0.0,7.878,12.948,18.93,3.9669999999999996,1.613,4.773,5.241,7.845000000000001,10.169,1.925,3.2600000000000002,10.864999999999998,10.754,0.0,1.97,0.0,0.0
19.679000000000002,3.112,14.119,6.089,3.395,11.486,2.04,3.223,13.544999999999998,0.0,1.5870000000000002,13.932,0.0,8.101,5.554,6.506,0.33,4.333,3.766,2.354,8.011000000000001,0.983,12.084,12.245999999999999,12.91,0.0,9.457,6.15,5.154999999999999,3.6450000000000005,0.0,9.758,11.95,12.165,2.824,1.371,0.814,3.362,8.332,8.616,1.935,5.385,11.138,4.908,0.0,0.0,0.0,0.947
22.486,2.2119999999999997,14.465,9.58,5.408,11.241,0.0,0.914,10.304,0.881,2.993,12.698,4.949,0.0,12.358999999999998,8.244,5.564,4.358,2.763,6.678000000000001,4.757,1.649,9.043,11.122,8.728,0.0,6.439,5.263999999999999,4.011,2.461,0.0,9.137,13.689,12.945,4.493,6.301,9.405,5.798,12.552,6.066000000000001,1.6429999999999998,2.657,16.916,9.012,0.0,2.385,0.954,0.869
19.525,2.403,16.183,9.436,4.92,9.972000000000001,1.657,2.537,7.66,0.0,3.271,7.773,3.133,11.256,0.0,16.091,1.953,4.364,3.016,1.9020000000000001,9.066,0.995,4.699,5.9719999999999995,15.234,0.0,10.882,4.1370000000000005,4.622999999999999,2.55,0.0,11.011,17.088,14.751,9.251000000000001,8.678,4.172,8.457,8.453,4.015000000000001,1.88,1.87,7.409000000000001,5.5569999999999995,0.0,3.6239999999999997,0.0,0.955
21.224999999999998,1.778,17.579,16.9,7.878,13.440000000000001,1.558,0.918,10.120999999999999,1.726,1.75,4.739,3.85,4.413,5.554,0.0,3.819,3.342,5.37,3.412,6.3149999999999995,2.788,5.608,5.737,4.683999999999999,0.991,5.223000000000001,2.7110000000000003,3.354,3.701,0.0,2.208,11.469000000000001,9.085,3.407,7.373,5.574,5.754,9.256,15.787,1.295,5.457000000000001,34.283,5.873,0.0,10.327,0.0,0.0
6.2509999999999994,0.0,7.005000000000001,2.811,1.402,3.904,0.0,0.935,3.687,0.0,0.0,6.804,0.268,6.056,4.192,3.842,0.0,0.844,0.174,1.083,0.8,0.0,3.677,2.927,3.9109999999999996,0.0,2.703,1.3050000000000002,2.101,3.2350000000000003,0.0,0.719,3.424,4.207,1.882,2.554,1.425,0.332,4.429,3.2190000000000003,0.416,0.0,6.604,5.796,0.0,1.521,0.0,0.0
2.426,0.882,1.414,4.458,8.744,7.609,1.35,0.859,3.828,0.0,1.799,2.639,0.779,2.878,0.0,1.631,0.0,0.0,0.0,0.519,0.482,8.244,1.747,3.573,0.942,0.0,1.754,1.947,0.888,0.859,0.0,0.0,3.758,0.977,1.494,0.926,0.0,1.7850000000000001,2.748,1.638,0.901,2.872,7.171,3.727,0.0,1.763,0.0,0.0
21.526,5.707000000000001,10.317,22.197,18.119999999999997,9.993,3.667,0.708,21.914,0.988,8.225999999999999,13.388,11.015,7.888999999999999,4.517,7.874,3.273,4.880000000000001,0.0,6.758,15.94,5.193,11.25,11.141,6.8,0.874,5.401,7.075000000000001,4.6530000000000005,3.9989999999999997,0.0,8.729,9.64,7.322,4.306,7.398,3.578,2.675,6.3260000000000005,7.949,0.926,4.912,19.139000000000003,4.844,0.0,0.821,0.0,0.0
14.389999999999999,3.332,10.068999999999999,13.703,5.622999999999999,10.644,3.073,1.3559999999999999,8.415000000000001,0.0,5.492,3.161,2.311,1.855,3.379,10.114,2.569,2.383,4.702999999999999,0.0,4.04,0.92,3.748,3.894,2.869,0.0,8.633000000000001,1.817,0.917,0.289,0.0,2.5309999999999997,5.192,1.963,2.34,2.901,0.616,0.229,3.957,5.603,0.0,1.833,11.86,6.306,0.0,1.787,0.0,0.0
16.755,9.104,8.841000000000001,18.636,6.316,11.657,2.805,1.491,20.162999999999997,0.0,5.504,12.921,8.147,6.791,2.937,11.672,4.062,8.249,8.518,8.383,0.0,3.9160000000000004,4.787,11.870999999999999,9.894,0.0,5.795999999999999,6.727,4.42,4.386,0.0,4.05,9.206,12.754000000000001,1.609,5.976,6.263,0.0,14.044,12.657,0.937,3.792,17.665,8.414,0.0,0.937,0.0,0.0
