osmid,landuse,ZONENUMMER,STGB,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,Area_calc
"235956993",industrial,"1462","1","24062",24062 LEUVEN,"7",LEUVEN,0.00151944927375205
"235956993",industrial,"1466","1","24062",24062 LEUVEN,"7",LEUVEN,0.00446306104902796
"235956993",industrial,"1475","1","24062",24062 LEUVEN,"7",LEUVEN,0.0497603782786098
"235956993",industrial,"1477","1","24062",24062 LEUVEN,"7",LEUVEN,0.14306912690722
"236447961",residential,"1501","1","24062",24062 LEUVEN,"7",LEUVEN,0.00290751961559057
"241763573",residential,"1474","1","24062",24062 LEUVEN,"7",LEUVEN,0.0318937013372183
"241763574",residential,"1474","1","24062",24062 LEUVEN,"7",LEUVEN,0.0695489891312858
"241763574",residential,"1477","1","24062",24062 LEUVEN,"7",LEUVEN,0.000540330808084458
"241942456",residential,"1492","1","24062",24062 LEUVEN,"7",LEUVEN,0.0030333818533197
"241942457",residential,"1492","1","24062",24062 LEUVEN,"7",LEUVEN,0.00122807319967821
"251060814",residential,"1490","1","24062",24062 LEUVEN,"7",LEUVEN,0.00398310363636538
"253036213",residential,"1501","1","24062",24062 LEUVEN,"7",LEUVEN,0.00631370746565983
"257485131",residential,"1484","1","24062",24062 LEUVEN,"7",LEUVEN,0.0358426434507824
"257744842",residential,"1484","1","24062",24062 LEUVEN,"7",LEUVEN,0.0262024269623467
"257748374",residential,"1484","1","24062",24062 LEUVEN,"7",LEUVEN,0.012460429112103
"257748375",residential,"1484","1","24062",24062 LEUVEN,"7",LEUVEN,0.00750027231240238
"257748376",residential,"1484","1","24062",24062 LEUVEN,"7",LEUVEN,0.00749870308396408
"257783846",residential,"1484","1","24062",24062 LEUVEN,"7",LEUVEN,0.0204822045684747
"257783847",industrial,"1487","1","24062",24062 LEUVEN,"7",LEUVEN,0.00276514123039972
"257934186",residential,"1493","1","24062",24062 LEUVEN,"7",LEUVEN,0.00955649774925597
