osmid,landuse,ZONENUMMER,STGB,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,area_calc
"375074255",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00144307240314409
"375074257",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00218341547675431
"375074263",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00244553775273263
"375074268",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00214278231114103
"375074269",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00579863174793124
"375074275",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0077300941523686
"375074277",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00739499857588112
"375074278",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00812124598537758
"375074279",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00311033465188742
"375074282",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00120123375468329
"375109946",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00308251612399705
"376617051",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00111085114058852
"376617057",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00117809791730344
"376617063",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00114225026755035
"376617070",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0029452365799956
"377277570",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00235560486818291
"377277590",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00200912584743649
"377277592",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00243120574807376
"377277597",industrial,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00638917339162994
"377889125",residential,"1602","1","31005",31005 BRUGGE,"3",BRUGGE,0.00169645906937122
"377889125",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.000924756719134748
"377889127",industrial,"1602","1","31005",31005 BRUGGE,"3",BRUGGE,0.00445396953988075
"377889127",industrial,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00103835276769847
"392873877",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0119488186901856
"392873878",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.00629496017349698
"392873879",residential,"1632","1","31005",31005 BRUGGE,"3",BRUGGE,0.0061804992869203
"392873879",residential,"1635","1","31005",31005 BRUGGE,"3",BRUGGE,0.000162875361647457
"392873880",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0147537594074711
"397781463",commercial,"1635","1","31005",31005 BRUGGE,"3",BRUGGE,0.00494990627423301
"400805764",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00364885246204515
"400805771",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.0110850839922233
"400805784",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.0333381258728392
"400805810",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00132907936757803
"400820443",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.0103097209369168
"400820447",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00652618378205597
"400820476",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00376408939136006
"400820480",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00171812990201265
"400874366",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.0174277334127314
"400994294",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.0118572438126551
"401175108",residential,"1641","1","31005",31005 BRUGGE,"3",BRUGGE,0.00162599629300833
"401175109",residential,"1641","1","31005",31005 BRUGGE,"3",BRUGGE,0.00233208963209391
"401178709",residential,"1641","1","31005",31005 BRUGGE,"3",BRUGGE,0.00362483677884936
"401222315",residential,"1641","1","31005",31005 BRUGGE,"3",BRUGGE,0.115333499003639
"401230647",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.0153754699264765
"401230661",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00515765766484905
"401230669",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00297358796316385
"401230675",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00119500458875298
"401230677",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00110958265970461
"401230679",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00322580173006654
"401230683",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00202294144084863
"401248742",residential,"1641","1","31005",31005 BRUGGE,"3",BRUGGE,0.0016104445464313
"401256279",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00151212020655908
"401256697",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.133135416977847
"401256707",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.0593742590102491
"401256717",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00329524995043874
"401256728",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.0130307813597228
"401256734",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.0267501183809116
"401263045",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00727868638283759
"401263048",commercial,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.000778155216194689
"401266957",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.0271162772948435
"401266963",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.0531404031622524
"401266965",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.0154699243785739
"401266967",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00535383436980843
"401266968",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.0248450711861849
"401266970",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00883482735668495
"401266971",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00191259864401817
"401266977",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.000280361301571596
"401266977",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.000670982420731336
"401266984",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.009480355979532
"401266988",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.0220330943943594
"401296680",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00726626219907403
"401296682",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.0651098754005339
"401372856",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00118230601441115
"401372858",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.015284100576058
"401372862",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00369662917340547
"401377225",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00309477592208981
"401458765",residential,"1643","1","31005",31005 BRUGGE,"3",BRUGGE,0.00196638181930035
"401586906",residential,"1643","1","31005",31005 BRUGGE,"3",BRUGGE,0.00241696122232359
"401995712",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0240344936227128
"401995739",residential,"1643","1","31005",31005 BRUGGE,"3",BRUGGE,0.0113316976402611
"407480072",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00120592401124025
"416557146",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0115484935285156
"416557147",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0160291372414099
"416557147",residential,"1635","1","31005",31005 BRUGGE,"3",BRUGGE,0.00497805366597511
"416557148",residential,"1635","1","31005",31005 BRUGGE,"3",BRUGGE,0.00167177340733632
"416557149",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.00148841407784447
"429322229",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00113036697037704
"429322231",residential,"1602","1","31005",31005 BRUGGE,"3",BRUGGE,0.000954220071390271
"429322231",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00141951333728433
"429340775",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0231138189543295
"429340776",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0185011488287826
"429340778",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0104001008628541
"429340780",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0186581624605209
"429340781",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0196646744469244
"429340782",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0665871695490258
"429340782",residential,"1632","1","31005",31005 BRUGGE,"3",BRUGGE,0.00171823676566716
"429340782",residential,"1634","1","31005",31005 BRUGGE,"3",BRUGGE,0.000143723264502769
"429340783",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0250664112113249
"429340783",residential,"1632","1","31005",31005 BRUGGE,"3",BRUGGE,0.00263913751702383
"429340784",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.000655941862091422
"429340785",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0017721277962178
"429340786",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0047635926162079
"429340787",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.000545581841695588
"429340789",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00349439700424671
"429354445",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.00514309310623305
"429354447",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.00487826987547055
"429354449",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0320573843273702
"429354449",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,1.04198889108375e-06
"429354451",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.010515776031449
"429354453",residential,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.0279837409131919
"434713257",residential,"1639","1","31005",31005 BRUGGE,"3",BRUGGE,0.0806412464758381
"435608537",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.0137844052514993
"435608540",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.0662032475449578
"435608542",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.00806781786691723
"437313598",retail,"1589","1","31005",31005 BRUGGE,"3",BRUGGE,0.0986023215489741
"460944374",residential,"1590","1","31005",31005 BRUGGE,"3",BRUGGE,0.0159490391163593
"462636854",residential,"1596","1","31005",31005 BRUGGE,"3",BRUGGE,0.263810213292038
"462636854",residential,"1597","1","31005",31005 BRUGGE,"3",BRUGGE,0.00167761367441039
"462636855",residential,"1596","1","31005",31005 BRUGGE,"3",BRUGGE,0.297326617565475
"462636856",residential,"1586","1","31005",31005 BRUGGE,"3",BRUGGE,0.000193374337591231
"462636856",residential,"1587","1","31005",31005 BRUGGE,"3",BRUGGE,0.000345893470639829
"462636856",residential,"1603","1","31005",31005 BRUGGE,"3",BRUGGE,0.191381247018575
"462636856",residential,"1604","1","31005",31005 BRUGGE,"3",BRUGGE,0.176632563663909
"462636856",residential,"1605","1","31005",31005 BRUGGE,"3",BRUGGE,0.000181567526378669
"462636858",residential,"1585","1","31005",31005 BRUGGE,"3",BRUGGE,0.132460734431656
"462636858",residential,"1586","1","31005",31005 BRUGGE,"3",BRUGGE,0.0282330510551371
"462636858",residential,"1587","1","31005",31005 BRUGGE,"3",BRUGGE,0.201934148580778
"462636858",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,9.45462117157876e-06
"462636858",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.00320363154099183
"462636858",residential,"1603","1","31005",31005 BRUGGE,"3",BRUGGE,7.66590065211058e-05
"462636858",residential,"1604","1","31005",31005 BRUGGE,"3",BRUGGE,1.31427006609738e-06
"462636859",residential,"1598","1","31005",31005 BRUGGE,"3",BRUGGE,0.223867163934561
"462636859",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.169063490914513
"462636860",residential,"1600","1","31005",31005 BRUGGE,"3",BRUGGE,0.158669752232426
"462636860",residential,"1604","1","31005",31005 BRUGGE,"3",BRUGGE,0.00614250298846606
"462636862",residential,"1588","1","31005",31005 BRUGGE,"3",BRUGGE,0.618744406924473
"464701705",residential,"1587","1","31005",31005 BRUGGE,"3",BRUGGE,0.00277526534425037
"464701705",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,4.09803896327503e-06
"464703600",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.00122123666657042
"493140329",residential,"1600","1","31005",31005 BRUGGE,"3",BRUGGE,0.0026161594838202
"493140329",residential,"1632","1","31005",31005 BRUGGE,"3",BRUGGE,0.00191541237299051
"495193408",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.00858243648254871
"505929692",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.000731235700637102
"505929694",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00112445661213622
"515744177",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.015170283379171
"515756945",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.0157137359887119
"515894013",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.0159456083289012
"518855580",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.00103900131164119
"519489595",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.392136473457107
"520519313",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.00635398735326738
"520548739",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.00241537088502473
"520548746",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.000746505276186392
"520548747",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.00162708788937877
"520548748",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.00469798933134251
"520771624",residential,"1639","1","31005",31005 BRUGGE,"3",BRUGGE,0.00153978813351691
"521066831",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.00259149736315012
"521070381",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.000825585339285433
"521241227",residential,"1636","1","31005",31005 BRUGGE,"3",BRUGGE,0.00140864894735109
"522791985",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0300938603013093
"522791985",residential,"1642","1","31005",31005 BRUGGE,"3",BRUGGE,0.000480366819981486
"523178663",residential,"1635","1","31005",31005 BRUGGE,"3",BRUGGE,0.000116116073176265
"523178663",residential,"1639","1","31005",31005 BRUGGE,"3",BRUGGE,0.00894398095730692
"523213128",residential,"1600","1","31005",31005 BRUGGE,"3",BRUGGE,0.000728047236969694
"527205014",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00125587804474961
"527205016",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00286167233742867
"527280011",residential,"1632","1","31005",31005 BRUGGE,"3",BRUGGE,0.00601259926881641
"529176735",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.343372228980907
"530480978",commercial,"1631","1","31005",31005 BRUGGE,"3",BRUGGE,0.00823192218599096
"530800063",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00212777184700966
"530851093",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00648522355486453
"530851095",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0121867287421301
"532706146",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.0265985352223669
"532708381",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00734078040862083
"533411605",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0373802151592802
"533411783",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00569864288470708
"533411856",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0189451560857967
"533412099",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0307638673462765
"533581366",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0257210947353166
"533584173",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0262662504460427
"533610608",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0992869478863829
"533611256",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.034270490291914
"536605300",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0154455094425625
"536693482",residential,"1588","1","31005",31005 BRUGGE,"3",BRUGGE,0.0243891661814153
"537364448",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00506780388987064
"537365055",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.0236751538263112
"537365055",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.00193380710651167
"537367287",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00284279310399294
"548447231",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.00126631752638659
"555210180",residential,"1587","1","31005",31005 BRUGGE,"3",BRUGGE,0.0016860187333722
"555210180",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.044541330286464
"555210181",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.00240391640266344
"555210182",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.0039954485551735
"555210183",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.00819058986920266
"557154094",residential,"1593","1","31005",31005 BRUGGE,"3",BRUGGE,0.823414483833125
"557154094",residential,"1619","1","31005",31005 BRUGGE,"3",BRUGGE,0.0865604891902506
"578644976",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00164739454187267
"578644977",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.001590535731985
"591087661",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.0242433757640014
"597338770",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.00177490702731162
"597354665",residential,"1601","1","31005",31005 BRUGGE,"3",BRUGGE,0.00177099281261861
"609981383",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00142577824935317
"621838167",industrial,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0191252152572479
"621838168",industrial,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00698115615349624
"622145316",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00426205661448836
"622145317",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.000898214467320591
"624276339",residential,"1602","1","31005",31005 BRUGGE,"3",BRUGGE,0.00474285860100575
"624282291",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.102776086519927
"624282293",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.0141176215331731
"624282294",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.00439703165350109
"624282296",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.00223356458755769
"624282297",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.0148771377460472
"624283457",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.0037216326697357
"625270107",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00136354717233218
"625270112",residential,"1619","1","31005",31005 BRUGGE,"3",BRUGGE,0.00797400751044601
"625270113",residential,"1593","1","31005",31005 BRUGGE,"3",BRUGGE,0.000828685361044481
"625270113",residential,"1619","1","31005",31005 BRUGGE,"3",BRUGGE,0.0212083064188771
"625270119",residential,"1593","1","31005",31005 BRUGGE,"3",BRUGGE,0.0190308312430168
"660001073",residential,"1619","1","31005",31005 BRUGGE,"3",BRUGGE,0.00135958396399021
"660001078",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00202126725533605
"660001080",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00611084415736049
"660001084",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0064638389505744
"660627208",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00728286940363049
"660627224",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.000926123451072723
"660627228",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0021162099682875
"660627235",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00918555767134973
"660627236",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00417069154605514
"660627237",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00319118021512032
"660627238",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.000724087606698275
"661218203",residential,"1628","1","31005",31005 BRUGGE,"3",BRUGGE,0.0213022629789337
"661218204",residential,"1628","1","31005",31005 BRUGGE,"3",BRUGGE,0.0222676033859141
"661218204",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.0235571048663543
"661218206",residential,"1625","1","31005",31005 BRUGGE,"3",BRUGGE,0.0288654740792653
"661218206",residential,"1628","1","31005",31005 BRUGGE,"3",BRUGGE,0.00994183231935464
"661218216",residential,"1625","1","31005",31005 BRUGGE,"3",BRUGGE,0.00352530823120475
"661218218",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.0154740615130514
"661218900",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.00961850634964555
"661218901",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.00541139662836492
"668298481",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0104285010668763
"668298482",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00262427175948769
"668298484",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0148933741594562
"668298499",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00113350377968699
"668298503",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00161316101962328
"668362088",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00155469204940973
"668362090",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00110393545815349
"668362091",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0112805323668309
"668362092",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.026917571044812
"668362095",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0114987677590223
"668362104",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.0377668631964922
"668362105",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00999037460538023
"668362108",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00171889004903077
"668362109",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00214790989946248
"668362110",residential,"1617","1","31005",31005 BRUGGE,"3",BRUGGE,0.00551212294793734
"668532809",residential,"1620","1","31005",31005 BRUGGE,"3",BRUGGE,0.00624079713042453
"668532811",residential,"1620","1","31005",31005 BRUGGE,"3",BRUGGE,0.00290567221800936
"668532818",residential,"1622","1","31005",31005 BRUGGE,"3",BRUGGE,0.0118748296946473
"668563520",residential,"1622","1","31005",31005 BRUGGE,"3",BRUGGE,0.00155418219447881
"697855189",residential,"1626","1","31005",31005 BRUGGE,"3",BRUGGE,0.0288601080456534
"698801796",residential,"1598","1","31005",31005 BRUGGE,"3",BRUGGE,0.0367418239402067
"698801797",residential,"1598","1","31005",31005 BRUGGE,"3",BRUGGE,0.0131570906220252
"698801797",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,0.055185515482916
"698801799",residential,"1586","1","31005",31005 BRUGGE,"3",BRUGGE,0.000376688593567349
"698801799",residential,"1595","1","31005",31005 BRUGGE,"3",BRUGGE,7.26325150616467e-05
"698801799",residential,"1603","1","31005",31005 BRUGGE,"3",BRUGGE,0.142928274369957
"698801799",residential,"1605","1","31005",31005 BRUGGE,"3",BRUGGE,0.306547780114466
"698801800",residential,"1596","1","31005",31005 BRUGGE,"3",BRUGGE,0.000250857142664492
"698801800",residential,"1597","1","31005",31005 BRUGGE,"3",BRUGGE,0.23202424314104
"698801801",residential,"1585","1","31005",31005 BRUGGE,"3",BRUGGE,0.10136849485789
"698801801",residential,"1586","1","31005",31005 BRUGGE,"3",BRUGGE,0.133157791123793
"698801801",residential,"1599","1","31005",31005 BRUGGE,"3",BRUGGE,5.54304569773376e-05
"698801801",residential,"1603","1","31005",31005 BRUGGE,"3",BRUGGE,5.84100403785706e-05
"698963307",commercial,"1620","1","31005",31005 BRUGGE,"3",BRUGGE,0.00331361618244275
"699003017",commercial,"1620","1","31005",31005 BRUGGE,"3",BRUGGE,0.0165528573952286
"699003332",residential,"1620","1","31005",31005 BRUGGE,"3",BRUGGE,0.00226495788712322
"707995517",residential,"1630","1","31005",31005 BRUGGE,"3",BRUGGE,0.000541201225994155
"717178042",residential,"1630","1","31005",31005 BRUGGE,"3",BRUGGE,0.0122477967689335
"717178048",residential,"1626","1","31005",31005 BRUGGE,"3",BRUGGE,0.00387277812388539
"717178049",residential,"1626","1","31005",31005 BRUGGE,"3",BRUGGE,0.000930904764831066
"726063096",residential,"1630","1","31005",31005 BRUGGE,"3",BRUGGE,0.022423033140355
"726067722",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.000412365264338441
"726067723",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.100529115779156
"726067724",residential,"1629","1","31005",31005 BRUGGE,"3",BRUGGE,0.00613100946572796
"727257626",residential,"1644","1","31005",31005 BRUGGE,"3",BRUGGE,0.0279644454675689
"727285730",residential,"1641","1","31005",31005 BRUGGE,"3",BRUGGE,0.00979701743503287
"727380204",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00121731098543107
"727381743",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00280209219516814
"727381744",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.000987737614542246
"727389315",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.00104287506175734
"727964445",residential,"1633","1","31005",31005 BRUGGE,"3",BRUGGE,0.00250906579108536
"730847897",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.000971005286682863
"730847898",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.000662255760073662
"732562936",commercial,"1639","1","31005",31005 BRUGGE,"3",BRUGGE,0.0161773440159225
"744178643",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.00580448696611822
"744393127",commercial,"1630","1","31005",31005 BRUGGE,"3",BRUGGE,0.0112772376350928
"748716610",residential,"1589","1","31005",31005 BRUGGE,"3",BRUGGE,0.0587720270509922
"748716611",residential,"1589","1","31005",31005 BRUGGE,"3",BRUGGE,0.118950879468247
"748716612",residential,"1589","1","31005",31005 BRUGGE,"3",BRUGGE,0.178583709627994
"761481745",residential,"1590","1","31005",31005 BRUGGE,"3",BRUGGE,0.00297956603665464
"761728497",residential,"1623","1","31005",31005 BRUGGE,"3",BRUGGE,0.00857679481548257
"764608804",residential,"1620","1","31005",31005 BRUGGE,"3",BRUGGE,0.000842353249464184
"853529330",residential,"1626","1","31005",31005 BRUGGE,"3",BRUGGE,0.00220457348853955
"860631472",residential,"1637","1","31005",31005 BRUGGE,"3",BRUGGE,0.0245119712376688
"938580784",residential,"1592","1","31005",31005 BRUGGE,"3",BRUGGE,0.0125703965559341
"954427988",residential,"1591","1","31005",31005 BRUGGE,"3",BRUGGE,0.00248049436143413
