Origin,Destination,Date range: 2021-01-25 - 2021-01-31 Time range: 00:00 - 00:00
Region 26,Region 41,0
Region 26,Region 42,7
Region 26,Region 43,3
Region 26,Region 44,30
Region 27,Region 1,35
Region 27,Region 2,33
Region 27,Region 3,52
Region 27,Region 4,10
Region 27,Region 5,6
Region 27,Region 6,3
Region 27,Region 7,7
Region 27,Region 8,6
Region 27,Region 9,63
Region 27,Region 10,3
Region 27,Region 11,20
Region 27,Region 12,24
Region 27,Region 13,73
Region 27,Region 14,62
Region 27,Region 15,30
Region 27,Region 16,17
Region 27,Region 17,348
Region 27,Region 18,29
Region 27,Region 19,30
Region 27,Region 20,76
Region 27,Region 21,14
Region 27,Region 22,12
Region 27,Region 23,47
Region 27,Region 24,54
Region 27,Region 25,3
Region 27,Region 26,1
Region 27,Region 27,253
Region 27,Region 28,205
Region 27,Region 29,55
Region 27,Region 30,100
Region 27,Region 31,38
Region 27,Region 32,197
Region 27,Region 33,45
Region 27,Region 34,44
Region 27,Region 35,341
Region 27,Region 36,13
Region 27,Region 37,15
Region 27,Region 38,65
Region 27,Region 39,46
Region 27,Region 40,112
Region 27,Region 41,2
Region 27,Region 42,127
Region 27,Region 43,16
Region 27,Region 44,25
Region 28,Region 1,6
Region 28,Region 2,27
Region 28,Region 3,20
Region 28,Region 4,9
Region 28,Region 5,4
Region 28,Region 6,2
Region 28,Region 7,9
Region 28,Region 8,4
Region 28,Region 9,54
Region 28,Region 10,13
Region 28,Region 11,9
Region 28,Region 12,32
Region 28,Region 13,48
Region 28,Region 14,22
Region 28,Region 15,8
Region 28,Region 16,9
Region 28,Region 17,189
Region 28,Region 18,21
Region 28,Region 19,15
Region 28,Region 20,33
Region 28,Region 21,5
Region 28,Region 22,18
Region 28,Region 23,19
Region 28,Region 24,28
Region 28,Region 25,2
Region 28,Region 26,1
Region 28,Region 27,205
Region 28,Region 28,259
Region 28,Region 29,23
Region 28,Region 30,50
Region 28,Region 31,14
Region 28,Region 32,91
Region 28,Region 33,42
Region 28,Region 34,13
Region 28,Region 35,299
Region 28,Region 36,13
Region 28,Region 37,17
Region 28,Region 38,64
Region 28,Region 39,8
Region 28,Region 40,46
Region 28,Region 41,2
Region 28,Region 42,357
Region 28,Region 43,44
Region 28,Region 44,15
Region 29,Region 1,6
Region 29,Region 2,20
Region 29,Region 3,12
Region 29,Region 4,6
Region 29,Region 5,13
Region 29,Region 6,0
Region 29,Region 7,4
Region 29,Region 8,1
Region 29,Region 9,43
Region 29,Region 10,0
Region 29,Region 11,3
Region 29,Region 12,54
Region 29,Region 13,67
Region 29,Region 14,44
Region 29,Region 15,22
Region 29,Region 16,7
Region 29,Region 17,216
Region 29,Region 18,37
Region 29,Region 19,23
Region 29,Region 20,46
Region 29,Region 21,8
Region 29,Region 22,21
Region 29,Region 23,57
Region 29,Region 24,98
Region 29,Region 25,4
Region 29,Region 26,4
Region 29,Region 27,49
Region 29,Region 28,34
Region 29,Region 29,37
Region 29,Region 30,50
Region 29,Region 31,12
Region 29,Region 32,20
Region 29,Region 33,11
Region 29,Region 34,11
Region 29,Region 35,268
Region 29,Region 36,5
Region 29,Region 37,3
Region 29,Region 38,12
Region 29,Region 39,14
Region 29,Region 40,113
Region 29,Region 41,8
Region 29,Region 42,162
Region 29,Region 43,31
Region 29,Region 44,28
Region 30,Region 1,3
Region 30,Region 2,14
Region 30,Region 3,6
Region 30,Region 4,2
Region 30,Region 5,5
Region 30,Region 6,4
Region 30,Region 7,3
Region 30,Region 8,1
Region 30,Region 9,27
Region 30,Region 10,7
Region 30,Region 11,1
Region 30,Region 12,30
Region 30,Region 13,61
Region 30,Region 14,19
Region 30,Region 15,7
Region 30,Region 16,6
Region 30,Region 17,109
Region 30,Region 18,10
Region 30,Region 19,22
Region 30,Region 20,17
Region 30,Region 21,13
Region 30,Region 22,8
Region 30,Region 23,19
Region 30,Region 24,43
Region 30,Region 25,3
Region 30,Region 26,2
Region 30,Region 27,82
Region 30,Region 28,48
Region 30,Region 29,42
Region 30,Region 30,71
Region 30,Region 31,22
Region 30,Region 32,24
Region 30,Region 33,3
Region 30,Region 34,14
Region 30,Region 35,222
Region 30,Region 36,0
Region 30,Region 37,3
Region 30,Region 38,21
Region 30,Region 39,11
Region 30,Region 40,116
Region 30,Region 41,8
Region 30,Region 42,225
Region 30,Region 43,39
Region 30,Region 44,19
Region 31,Region 1,1
Region 31,Region 2,3
Region 31,Region 3,5
Region 31,Region 4,4
Region 31,Region 5,0
Region 31,Region 6,1
Region 31,Region 7,0
Region 31,Region 8,0
Region 31,Region 9,11
Region 31,Region 10,0
Region 31,Region 11,1
Region 31,Region 12,6
Region 31,Region 13,10
Region 31,Region 14,4
Region 31,Region 15,1
Region 31,Region 16,2
Region 31,Region 17,75
Region 31,Region 18,4
Region 31,Region 19,3
Region 31,Region 20,2
Region 31,Region 21,3
Region 31,Region 22,1
Region 31,Region 23,4
Region 31,Region 24,6
Region 31,Region 25,2
Region 31,Region 26,1
Region 31,Region 27,40
Region 31,Region 28,23
Region 31,Region 29,4
Region 31,Region 30,36
Region 31,Region 31,37
Region 31,Region 32,56
Region 31,Region 33,2
Region 31,Region 34,7
Region 31,Region 35,231
Region 31,Region 36,0
Region 31,Region 37,2
Region 31,Region 38,5
Region 31,Region 39,1
Region 31,Region 40,39
Region 31,Region 41,0
Region 31,Region 42,110
Region 31,Region 43,65
Region 31,Region 44,2
Region 32,Region 1,0
Region 32,Region 2,20
Region 32,Region 3,19
Region 32,Region 4,4
Region 32,Region 5,7
Region 32,Region 6,3
Region 32,Region 7,1
Region 32,Region 8,3
Region 32,Region 9,26
Region 32,Region 10,2
Region 32,Region 11,1
Region 32,Region 12,20
Region 32,Region 13,48
Region 32,Region 14,19
Region 32,Region 15,17
Region 32,Region 16,13
Region 32,Region 17,79
Region 32,Region 18,7
Region 32,Region 19,15
Region 32,Region 20,16
Region 32,Region 21,3
Region 32,Region 22,2
Region 32,Region 23,4
Region 32,Region 24,20
Region 32,Region 25,3
Region 32,Region 26,0
Region 32,Region 27,211
Region 32,Region 28,74
Region 32,Region 29,24
Region 32,Region 30,31
Region 32,Region 31,45
Region 32,Region 32,751
Region 32,Region 33,9
Region 32,Region 34,5
Region 32,Region 35,330
Region 32,Region 36,3
Region 32,Region 37,5
Region 32,Region 38,18
Region 32,Region 39,10
Region 32,Region 40,136
Region 32,Region 41,6
Region 32,Region 42,441
Region 32,Region 43,63
Region 32,Region 44,15
Region 33,Region 1,7
Region 33,Region 2,17
Region 33,Region 3,15
Region 33,Region 4,1
Region 33,Region 5,6
Region 33,Region 6,1
Region 33,Region 7,4
Region 33,Region 8,1
Region 33,Region 9,22
Region 33,Region 10,2
Region 33,Region 11,2
Region 33,Region 12,17
Region 33,Region 13,25
Region 33,Region 14,25
Region 33,Region 15,17
Region 33,Region 16,10
Region 33,Region 17,202
Region 33,Region 18,11
Region 33,Region 19,5
Region 33,Region 20,25
Region 33,Region 21,1
Region 33,Region 22,6
Region 33,Region 23,13
Region 33,Region 24,10
Region 33,Region 25,6
Region 33,Region 26,2
Region 33,Region 27,35
Region 33,Region 28,50
Region 33,Region 29,11
Region 33,Region 30,9
Region 33,Region 31,4
Region 33,Region 32,21
Region 33,Region 33,28
Region 33,Region 34,32
Region 33,Region 35,429
Region 33,Region 36,8
Region 33,Region 37,4
Region 33,Region 38,26
Region 33,Region 39,13
Region 33,Region 40,21
Region 33,Region 41,0
Region 33,Region 42,78
Region 33,Region 43,9
Region 33,Region 44,9
Region 34,Region 1,2
Region 34,Region 2,22
Region 34,Region 3,8
Region 34,Region 4,7
Region 34,Region 5,5
Region 34,Region 6,1
Region 34,Region 7,3
Region 34,Region 8,2
Region 34,Region 9,59
Region 34,Region 10,0
Region 34,Region 11,4
Region 34,Region 12,12
Region 34,Region 13,23
Region 34,Region 14,18
Region 34,Region 15,24
Region 34,Region 16,5
Region 34,Region 17,391
Region 34,Region 18,19
Region 34,Region 19,14
Region 34,Region 20,40
Region 34,Region 21,14
Region 34,Region 22,6
Region 34,Region 23,15
Region 34,Region 24,8
Region 34,Region 25,3
Region 34,Region 26,2
Region 34,Region 27,37
Region 34,Region 28,19
Region 34,Region 29,10
Region 34,Region 30,6
Region 34,Region 31,9
Region 34,Region 32,1
Region 34,Region 33,28
Region 34,Region 34,67
Region 34,Region 35,695
Region 34,Region 36,38
Region 34,Region 37,18
Region 34,Region 38,56
Region 34,Region 39,130
Region 34,Region 40,25
Region 34,Region 41,1
Region 34,Region 42,151
Region 34,Region 43,29
Region 34,Region 44,7
Region 35,Region 1,41
Region 35,Region 2,383
Region 35,Region 3,163
Region 35,Region 4,193
Region 35,Region 5,317
Region 35,Region 6,50
Region 35,Region 7,81
Region 35,Region 8,94
Region 35,Region 9,1573
Region 35,Region 10,48
Region 35,Region 11,26
Region 35,Region 12,323
Region 35,Region 13,428
Region 35,Region 14,492
Region 35,Region 15,185
Region 35,Region 16,182
Region 35,Region 17,16456
Region 35,Region 18,635
Region 35,Region 19,423
Region 35,Region 20,998
Region 35,Region 21,141
Region 35,Region 22,123
Region 35,Region 23,254
Region 35,Region 24,360
Region 35,Region 25,203
Region 35,Region 26,124
Region 35,Region 27,341
Region 35,Region 28,204
Region 35,Region 29,364
Region 35,Region 30,216
Region 35,Region 31,221
Region 35,Region 32,298
Region 35,Region 33,513
Region 35,Region 34,889
Region 35,Region 35,3937
Region 35,Region 36,152
Region 35,Region 37,838
Region 35,Region 38,303
Region 35,Region 39,120
Region 35,Region 40,1165
Region 35,Region 41,46
Region 35,Region 42,21444
Region 35,Region 43,2237
Region 35,Region 44,184
Region 36,Region 1,2
Region 36,Region 2,26
Region 36,Region 3,4
Region 36,Region 4,4
Region 36,Region 5,3
Region 36,Region 6,0
Region 36,Region 7,2
Region 36,Region 8,2
Region 36,Region 9,20
Region 36,Region 10,1
Region 36,Region 11,0
Region 36,Region 12,1
Region 36,Region 13,11
Region 36,Region 14,10
Region 36,Region 15,30
Region 36,Region 16,5
Region 36,Region 17,85
Region 36,Region 18,11
Region 36,Region 19,10
Region 36,Region 20,9
Region 36,Region 21,8
Region 36,Region 22,2
Region 36,Region 23,15
Region 36,Region 24,5
Region 36,Region 25,1
Region 36,Region 26,3
Region 36,Region 27,19
Region 36,Region 28,11
Region 36,Region 29,6
Region 36,Region 30,7
Region 36,Region 31,0
Region 36,Region 32,2
Region 36,Region 33,9
Region 36,Region 34,23
Region 36,Region 35,130
Region 36,Region 36,10
Region 36,Region 37,6
Region 36,Region 38,32
Region 36,Region 39,186
Region 36,Region 40,7
Region 36,Region 41,0
Region 36,Region 42,32
Region 36,Region 43,5
Region 36,Region 44,5
Region 37,Region 1,0
Region 37,Region 2,16
Region 37,Region 3,1
Region 37,Region 4,11
Region 37,Region 5,10
Region 37,Region 6,0
Region 37,Region 7,1
Region 37,Region 8,3
Region 37,Region 9,150
Region 37,Region 10,6
Region 37,Region 11,1
Region 37,Region 12,5
Region 37,Region 13,13
Region 37,Region 14,2
Region 37,Region 15,20
Region 37,Region 16,6
Region 37,Region 17,802
Region 37,Region 18,16
Region 37,Region 19,16
Region 37,Region 20,45
Region 37,Region 21,9
Region 37,Region 22,3
Region 37,Region 23,28
Region 37,Region 24,6
Region 37,Region 25,18
Region 37,Region 26,2
Region 37,Region 27,4
Region 37,Region 28,8
Region 37,Region 29,4
Region 37,Region 30,3
Region 37,Region 31,0
Region 37,Region 32,4
Region 37,Region 33,5
Region 37,Region 34,5
Region 37,Region 35,786
Region 37,Region 36,14
Region 37,Region 37,42
Region 37,Region 38,11
Region 37,Region 39,28
Region 37,Region 40,33
Region 37,Region 41,0
Region 37,Region 42,225
Region 37,Region 43,33
Region 37,Region 44,27
Region 38,Region 1,8
Region 38,Region 2,38
Region 38,Region 3,16
Region 38,Region 4,8
Region 38,Region 5,3
Region 38,Region 6,0
Region 38,Region 7,6
Region 38,Region 8,3
Region 38,Region 9,62
Region 38,Region 10,0
Region 38,Region 11,0
Region 38,Region 12,15
Region 38,Region 13,28
Region 38,Region 14,41
Region 38,Region 15,51
Region 38,Region 16,5
Region 38,Region 17,187
Region 38,Region 18,27
Region 38,Region 19,21
Region 38,Region 20,30
Region 38,Region 21,5
Region 38,Region 22,5
Region 38,Region 23,14
Region 38,Region 24,18
Region 38,Region 25,6
Region 38,Region 26,1
Region 38,Region 27,51
Region 38,Region 28,79
Region 38,Region 29,10
Region 38,Region 30,35
Region 38,Region 31,6
Region 38,Region 32,24
Region 38,Region 33,14
Region 38,Region 34,44
Region 38,Region 35,315
Region 38,Region 36,28
Region 38,Region 37,7
Region 38,Region 38,119
Region 38,Region 39,80
Region 38,Region 40,32
Region 38,Region 41,0
Region 38,Region 42,85
Region 38,Region 43,5
Region 38,Region 44,7
Region 39,Region 1,1
Region 39,Region 2,42
Region 39,Region 3,9
Region 39,Region 4,9
Region 39,Region 5,9
Region 39,Region 6,4
Region 39,Region 7,13
Region 39,Region 8,2
Region 39,Region 9,57
Region 39,Region 10,1
Region 39,Region 11,0
Region 39,Region 12,24
Region 39,Region 13,41
Region 39,Region 14,18
Region 39,Region 15,72
Region 39,Region 16,20
Region 39,Region 17,170
Region 39,Region 18,33
Region 39,Region 19,28
Region 39,Region 20,41
Region 39,Region 21,6
Region 39,Region 22,10
Region 39,Region 23,24
Region 39,Region 24,20
Region 39,Region 25,7
Region 39,Region 26,0
Region 39,Region 27,45
Region 39,Region 28,6
Region 39,Region 29,27
Region 39,Region 30,12
Region 39,Region 31,6
Region 39,Region 32,8
Region 39,Region 33,8
Region 39,Region 34,77
Region 39,Region 35,224
Region 39,Region 36,177
Region 39,Region 37,25
Region 39,Region 38,90
Region 39,Region 39,214
Region 39,Region 40,12
Region 39,Region 41,0
Region 39,Region 42,32
Region 39,Region 43,15
Region 39,Region 44,18
Region 40,Region 1,8
Region 40,Region 2,36
Region 40,Region 3,31
Region 40,Region 4,13
Region 40,Region 5,26
Region 40,Region 6,10
Region 40,Region 7,11
Region 40,Region 8,9
Region 40,Region 9,120
Region 40,Region 10,17
Region 40,Region 11,20
Region 40,Region 12,131
Region 40,Region 13,96
Region 40,Region 14,57
Region 40,Region 15,28
Region 40,Region 16,15
Region 40,Region 17,393
Region 40,Region 18,82
Region 40,Region 19,166
Region 40,Region 20,112
Region 40,Region 21,29
Region 40,Region 22,69
Region 40,Region 23,57
Region 40,Region 24,428
Region 40,Region 25,6
Region 40,Region 26,4
Region 40,Region 27,114
Region 40,Region 28,65
Region 40,Region 29,106
Region 40,Region 30,116
Region 40,Region 31,54
Region 40,Region 32,105
Region 40,Region 33,15
Region 40,Region 34,26
Region 40,Region 35,1165
Region 40,Region 36,14
Region 40,Region 37,26
Region 40,Region 38,28
Region 40,Region 39,6
Region 40,Region 40,1135
Region 40,Region 41,20
Region 40,Region 42,538
Region 40,Region 43,326
Region 40,Region 44,74
Region 41,Region 1,0
Region 41,Region 2,1
Region 41,Region 3,0
Region 41,Region 4,0
Region 41,Region 5,1
Region 41,Region 6,0
Region 41,Region 7,0
Region 41,Region 8,0
Region 41,Region 9,2
Region 41,Region 10,0
Region 41,Region 11,0
Region 41,Region 12,5
Region 41,Region 13,9
Region 41,Region 14,3
Region 41,Region 15,1
Region 41,Region 16,0
Region 41,Region 17,13
Region 41,Region 18,0
Region 41,Region 19,2
Region 41,Region 20,3
Region 41,Region 21,0
Region 41,Region 22,0
Region 41,Region 23,0
Region 41,Region 24,5
Region 41,Region 25,0
Region 41,Region 26,0
Region 41,Region 27,5
Region 41,Region 28,5
Region 41,Region 29,8
Region 41,Region 30,6
Region 41,Region 31,1
Region 41,Region 32,4
Region 41,Region 33,0
Region 41,Region 34,0
Region 41,Region 35,53
Region 41,Region 36,0
Region 41,Region 37,0
Region 41,Region 38,1
Region 41,Region 39,1
Region 41,Region 40,16
Region 41,Region 41,2
Region 41,Region 42,44
Region 41,Region 43,6
Region 41,Region 44,2
Region 42,Region 1,13
Region 42,Region 2,62
Region 42,Region 3,60
Region 42,Region 4,43
Region 42,Region 5,63
Region 42,Region 6,17
Region 42,Region 7,7
Region 42,Region 8,21
Region 42,Region 9,517
Region 42,Region 10,20
Region 42,Region 11,8
Region 42,Region 12,101
Region 42,Region 13,131
Region 42,Region 14,80
Region 42,Region 15,42
Region 42,Region 16,45
Region 42,Region 17,1232
Region 42,Region 18,108
Region 42,Region 19,114
Region 42,Region 20,153
Region 42,Region 21,36
Region 42,Region 22,38
Region 42,Region 23,24
Region 42,Region 24,181
Region 42,Region 25,15
Region 42,Region 26,8
Region 42,Region 27,166
Region 42,Region 28,292
Region 42,Region 29,163
Region 42,Region 30,206
Region 42,Region 31,129
Region 42,Region 32,346
Region 42,Region 33,98
Region 42,Region 34,200
Region 42,Region 35,21322
Region 42,Region 36,31
Region 42,Region 37,291
Region 42,Region 38,86
Region 42,Region 39,35
Region 42,Region 40,565
Region 42,Region 41,28
Region 42,Region 42,1556
Region 42,Region 43,1083
Region 42,Region 44,98
Region 43,Region 1,1
Region 43,Region 2,10
Region 43,Region 3,2
Region 43,Region 4,7
Region 43,Region 5,10
Region 43,Region 6,1
Region 43,Region 7,2
Region 43,Region 8,6
Region 43,Region 9,112
Region 43,Region 10,1
Region 43,Region 11,0
Region 43,Region 12,35
Region 43,Region 13,11
Region 43,Region 14,6
Region 43,Region 15,4
Region 43,Region 16,4
Region 43,Region 17,526
Region 43,Region 18,34
Region 43,Region 19,37
Region 43,Region 20,47
Region 43,Region 21,9
Region 43,Region 22,31
Region 43,Region 23,26
Region 43,Region 24,70
Region 43,Region 25,9
Region 43,Region 26,3
Region 43,Region 27,25
Region 43,Region 28,28
Region 43,Region 29,24
Region 43,Region 30,34
Region 43,Region 31,55
Region 43,Region 32,42
Region 43,Region 33,2
Region 43,Region 34,40
Region 43,Region 35,1401
Region 43,Region 36,6
Region 43,Region 37,32
Region 43,Region 38,9
Region 43,Region 39,7
Region 43,Region 40,361
Region 43,Region 41,7
Region 43,Region 42,1021
Region 43,Region 43,197
Region 43,Region 44,20
Region 44,Region 1,2
Region 44,Region 2,20
Region 44,Region 3,3
Region 44,Region 4,13
Region 44,Region 5,53
Region 44,Region 6,2
Region 44,Region 7,20
Region 44,Region 8,20
Region 44,Region 9,97
Region 44,Region 10,0
Region 44,Region 11,0
Region 44,Region 12,39
Region 44,Region 13,29
Region 44,Region 14,12
Region 44,Region 15,17
Region 44,Region 16,24
Region 44,Region 17,610
Region 44,Region 18,182
Region 44,Region 19,71
Region 44,Region 20,92
Region 44,Region 21,16
Region 44,Region 22,9
Region 44,Region 23,27
Region 44,Region 24,61
Region 44,Region 25,20
Region 44,Region 26,12
Region 44,Region 27,29
Region 44,Region 28,5
Region 44,Region 29,42
Region 44,Region 30,15
Region 44,Region 31,10
Region 44,Region 32,10
Region 44,Region 33,9
Region 44,Region 34,9
Region 44,Region 35,198
Region 44,Region 36,5
Region 44,Region 37,21
Region 44,Region 38,17
Region 44,Region 39,7
Region 44,Region 40,68
Region 44,Region 41,1
Region 44,Region 42,84
Region 44,Region 43,24
Region 44,Region 44,1976
