-0.724, 2.842, 1.002, 0.639, 0.782, -0.023, -1.333, -1.186
-0.059, 2.449, 0.85, -0.017, 0.329, 0.278, 0.889, 0.151
-0.201, 1.842, 0.553, 0.188, -0.124
-0.055, 2.244, 13.345, 23.978, 33.062, 44.654, 54.044, 66.831
-0.243, 2.702, 13.5, 23.794, 34.345, 44.514, 52.047, 62.642
-0.234, 2.82, 13.338, 23.331, 34.151
