CD_REFNIS,CD_SECTOR,TOTAL,TX_DESCR_SECTOR_NL
"45065","45065D002","96",MEILEGEM-KERN
"45065","45065D091","239",MEILEGEM - VERSPREIDE BEWONING
"45065","45065E002","258",BEERLEGEM-KERN
"45065","45065E091","145",BEERLEGEM-VERSPREIDE BEWONING
"45065",45065F002,"126",DIKKELE-KERN
"45065",45065F091,"58",DIKKELE - VERSPREIDE BEWONING
"45065",45065G000,"579",HUNDELGEM-KERN
"45065",45065G090,"79",HUNDELGEM-VERSPREIDE BEWONING
"45065",45065H00-,"509",ROBORST-KERN
"45065",45065H09-,"271",ROBORST - VERSPREIDE BEWONING
"45065",45065J00-,"286",ROZEBEKE-KERN
"45065",45065J09-,"154",ROZEBEKE - VERSPREIDE BEWONING
"45065",45065K00-,"338",SINT-BLASIUS-BOEKEL-KERN
"45065",45065K01-,"206",HEUVELGEM
"45065",45065K09-,"232",ST.-BLASIUS-BOEKEL-VERSPR.BEW.
"45065",45065L000,"378",SINT-DENIJS-BOEKEL-KERN
"45065",45065L011,"201",KLEIE
"45065",45065L082,"146",HOGE WEIDE
"45065",45065L09-,"127",ST.-DENIJS-BOEKEL-VERSPR. BEW.
"45065",45065M00-,"382",NEDERZWALM-KERN
"45065",45065M08-,"81",NEDERZWALM - STATION
"45065",45065M090,"416",HERMELGEM
"45065",45065M192,"30",PEERDESTOK
"45065",45065ZZZZ,"7",NIET TE LOKALISEREN IN EEN SECTOR
"45068",45017A001,"1916",KRUISHOUTEM-CENTRUM
"45068",45017A01-,"277",'T KELDERKEN
"45068",45017A022,"503",KEIMOLEN
"45068",45017A09-,"356",ZIJLDEGEM
"45068",45017A19-,"140",DUFFELSTRAAT
"45068",45017A20-,"201",DE BIEST
"45068",45017A29-,"79",LIEVE DOCHTER
"45068",45017A30-,"146",STERREKEN
"45068",45017A39-,"224",HET SPRIETJEN
"45068",45017A40-,"779",MAROLLE
"45068",45017A572,"24",KRUISHOUTEM-INDUSTRIEZONE
"45068",45017A591,"749",KARREWEG
"45068",45017B011,"615",LOZER-KERN
"45068",45017B082,"616",LOZER-VERSPREIDE BEWONING
"45068",45017B092,"60",HOOG RECHEM - NACHTEGAAL
"45068",45017C00-,"201",WANNEGEM
"45068",45017C08-,"239",LEDE
"45068",45017C09-,"278",WANNEGEM-LEDE-VERSPR. BEWONING
"45068",45017D00-,"231",NOKERE-KERN
"45068",45017D08-,"224",NELLEKENSKEER
"45068",45017D09-,"319",TJOENSHOEK - VERSPR. BEWONING
"45068",45017ZZZZ,"1",NIET TE LOKALISEREN IN EEN SECTOR
"45068",45057A000,"1488",ZINGEM-CENTRUM
"45068",45057A01-,"1314",MEERSKANT
"45068",45057A020,"1103",VOORDE - BROEK - STATION
"45068",45057A0PN,"287",SCHELDEMEERS
"45068",45057B001,"509",OUWEGEM-KERN
"45068",45057B012,"530",SCHIJTPUT
"45068",45057B09-,"580",HUISGAVER
"45068",45057C00-,"518",HUISE-KERN
"45068",45057C091,"255",HUISE - VERSPREIDE BEWONING
"45068",45057C112,"253",BEERTEGEM
"45068",45057C191,"187",'T PEERDEKE
"45068",45057C29-,"548",MALDEGEM
"46003",46003A001,"1299",BEVEREN-CENTRUM
"46003",46003A011,"1080",VINCKENDAM
"46003",46003A032,"1481",BOSDAM
"46003",46003A042,"237",DONKVIJVER - TRIEST
"46003",46003A043,"415",DONKVIJVER - ARENBERG
"46003",46003A071,"555",VESTEN
"46003",46003A100,"768",KRUIBEKESTEENWEG
"46003",46003A112,"1064",MARKTCENTRUM
"46003",46003A190,"473",BOS-BUIPUT
"46003",46003A200,"2092",NIEUWE PAROCHIE
"46003",46003A213,"1244",BIJL
"46003",46003A224,"696",SCHRIJVERSWIJK
"46003",46003A242,"2288",HEIDE
"46003",46003A281,"626",ZILLEBEEK
"46003",46003A291,"263",ZOETWATER
"46003",46003A301,"3726",HALFDREEF - KALLOBAAN
"46003",46003A312,"1616",GAVERLAND
"46003",46003A322,"833",SCHOOFLAND
"46003",46003B00-,"1767",VRASENE-CENTRUM
"46003",46003B011,"852",SMISHOEK
"46003",46003B022,"552",MOSSELBANK
"46003",46003B032,"149",TUINLAAN
"46003",46003B081,"511",VRASENE - VERSPR. BEW.- ZUID
"46003",46003B091,"173",VRASENE - VERSPR. BEW.- NOORD
"46003",46003B092,"223",KLEINE KOUTER
"46003",46003C00-,"615",VERREBROEK-KERN
"46003",46003C011,"1050",ZWAANTJE - HET FORT
"46003",46003C072,"72",INDUSTRIEGEBIED-BEVEREN-POLDER
"46003",46003C081,"99",VRASENEPOLDER
"46003",46003C091,"31",KONINGS - KIELDRECHTPOLDER
"46003",46003C182,"139",MOERING - BLOEMPOT
"46003",46003C272,"27",INDUSTRIEGEBIED BLIKKEN
"46003","46003D000","2483",KIELDRECHT-DORP
"46003","46003D012","798",CENTRUMWIJK
"46003","46003D073","12",INDUSTRIEGEBIED-ARENBERGPOLDER
"46003","46003D081","299",OUDE ARENBERGPOLDER
"46003",46003D09-,"278",KONINGS KIELDRECHTPOLDER
"46003",46003D19-,"162",NIEUWE ARENBERGPOLDER - PROSPERPOLDER
"46003","46003E000","19",DOEL-KERN
"46003","46003E072","0",INDUSTRIEGEBIED - KLEIN DOELPOLDER
"46003","46003E081","81",GROTE DOELPOLDER
"46003","46003E091","10",PROSPERPOLDER - NIEUW ARENBERGPOLDER
"46003","46003E182","0",SCHELDE
"46003",46003E1MJ,"0",KERNCENTRALE
"46003",46003F00-,"1774",KALLO-KERN
"46003",46003F012,"595",SAS
"46003",46003F079,"73",INDUSTRIEGEBIED KALLO
"46003",46003F084,"0",BEVERENPOLDER
"46003",46003F183,"0",SCHELDE
"46003",46003G00-,"1536",MELSELE-DORP
"46003",46003G01-,"1046",MELSELE - DORP-ZUID
"46003",46003G021,"2544",GAVERLAND
"46003",46003G032,"1704",BRIEL
"46003",46003G042,"454",BRUGGRAVESTRAAT
"46003",46003G073,"0",MELSELEPOLDER
"46003",46003G081,"157",TREPELANDSTRAAT
"46003",46003G11-,"2164",MELSELE STATION
"46003",46003G18-,"535",BEEKMOLEN - ES
"46003",46003G19-,"953",VENDOORN - PONJAART
"46003",46003H000,"1254",HAASDONK-KERN
"46003",46003H012,"428",HOGE WEGEL - MELSELESTRAAT
"46003",46003H023,"575",DE BUITEN
"46003",46003H034,"845",PERSTRAAT - BERGSTRAAT
"46003",46003H081,"629",HAASDONK - VERSPREIDE BEWONING
"46003",46003H091,"198",GENTSEWEG - KRUISSTRAAT
"46003",46003H112,"428",HOOGEINDE
"46003",46003ZZZZ,"12",NIET TE LOKALISEREN IN EEN SECTOR
"46013",46013A001,"3177",KRUIBEKE-DORP
"46013",46013A01-,"212",HOUTEKRUIS
"46013",46013A022,"1341",OUDE EN NIEUWE WIJK
"46013",46013A032,"493",KROMSTRAAT
"46013",46013A043,"1459",MOORTELSTRAAT - BAZELSTRAAT
"46013",46013A08-,"124",KRUIBEKE-POLDER OOST EN ZUID
"46013",46013A0MV,"25",HOGENAKKERHOEK
"46013",46013A0PV,"1233",STERHOEK-MOLENBERG
"46013",46013B000,"1432",BAZEL-KERN
"46013",46013B010,"295",KEMPHOEK
"46013",46013B022,"839",RAPENBERG-OOST
"46013",46013B032,"1441",RAPENBERG-WEST
"46013",46013B043,"309",HAZENPAD
"46013",46013B081,"28",BAZELSE POLDER
"46013",46013B091,"1309",BAZEL - VERSPR. BEW.- WEST
"46013",46013C001,"458",RUPELMONDE-KERN
"46013",46013C012,"1366",GEERAARD DE CREMERSTRAAT
"46013",46013C022,"1100",SCHAUDRIES - RAAP
"46013",46013C091,"141",RUPELMONDE POLDER
"46013",46013ZZZZ,"3",NIET TE LOKALISEREN IN EEN SECTOR
"46014",4601410PQ,"12",E17
"46014",4601412QQ,"0",LOKERENBEEK
"46014",46014A001,"1277",LOKEREN - MARKT
"46014",46014A01-,"2340",LOKEREN-CENTRUM -KON.BOUDEWIJN
"46014",46014A021,"1340",KOUTER
"46014",46014A032,"1889",DAM
"46014",46014A042,"1407",OUDE BRUG
"46014",46014A053,"1262",LAND VAN LUIK
"46014",46014A0MW,"42",OEVER
"46014",46014A0PW,"36",SPIEVELD
"46014",46014A10-,"2071",ROZEN
"46014",46014A112,"418",GROENSTRAAT
"46014",46014A181,"224",BUILAARS
"46014",46014A191,"17",MOLSBROEK
"46014",46014A20-,"1411",HEIENDE-KERN
"46014",46014A212,"298",HILLARESTRAAT
"46014",46014A281,"3",HEIKANT
"46014",46014A291,"664",HEIENDE - VERSPREIDE BEWONING
"46014",46014A2PN,"3",BREDENHOEK
"46014",46014A30-,"335",GENTSE STEENWEG - EINDE
"46014",46014A312,"502",HUL
"46014",46014A323,"390",OUDENBOS
"46014",46014A391,"778",DE KATTE
"46014",46014A402,"2164",KOPKAPEL
"46014",46014A413,"437",KRIKTE
"46014",46014A474,"47",WAASLAND
"46014",46014A495,"268",BOOGSCHEUT
"46014",46014A501,"1389",BOKSLAAR - SPOELE
"46014",46014A51-,"791",BOKSLAAR - OOSTEINDE
"46014",46014A522,"377",EVERSLAAR
"46014",46014A532,"2739",BOKSLAAR - ZELEBAAN
"46014",46014A60-,"1612",HEIRBRUG
"46014",46014A611,"1009",KARLAPPER
"46014",46014A622,"375",OMLEIDING-ZUID
"46014",46014A632,"1146",PUTTENEN
"46014",46014A691,"771",WERKSTEDE
"46014",46014A701,"788",LOKEREN - STATIONSKWARTIER
"46014",46014A712,"920",UEBERG
"46014",46014A723,"134",BERGENDRIES
"46014",46014A734,"1865",TUINWIJK - GRIJZEBOS
"46014",46014A803,"728",STAAKTE
"46014",46014A813,"929",EYERMANS
"46014",46014B00-,"1210",EKSAARDE-DORP
"46014",46014B01-,"1638",BRUG
"46014",46014B09-,"876",BRIEL
"46014",46014B0PP,"164",KRUISKAPEL - ZUIDLEDE
"46014",46014B10-,"785",DOORSLAAR
"46014",46014B19-,"878",KAASWINKELS - MOLENAKKERS
"46014",46014B1AA,"395",SCHEEPKEN
"46014",46014B1PA,"54",STENENBRUG
"46014",46014C00-,"288",DAKNAM-DORP
"46014",46014C010,"332",PONTWEG
"46014",46014C091,"207",BROEK - WEEHAGE
"46014",46014C412,"97",DAKNAMSE BOSSEN
"46014",46014ZZZZ,"13",NIET TE LOKALISEREN IN EEN SECTOR
"46020",46020A001,"537",SINT-GILLIS-WAAS-DORP
"46020",46020A01-,"486",HOOGEINDE
"46020",46020A022,"935",NIEUWSTRAAT
"46020",46020A033,"504",DOORN
"46020",46020A044,"2045",STATIONSTRAAT
"46020",46020A081,"582",SCHUILHOEK - ZEVENSTER
"46020",46020A09-,"523",LOEVER
"46020",46020A100,"734",HET KALF
"46020",46020A164,"16",KEMZEKE - GAVERS
"46020",46020A180,"262",POLDERS
"46020",46020A19-,"0",DE STROPERS
"46020",46020A215,"723",REEP
"46020",46020A222,"377",HOEKSKEN
"46020",46020A283,"34",KEMPHOEK
"46020",46020A31-,"335",BUITENSTRAAT
"46020",46020A482,"355",HOL
"46020",46020B001,"751",DE KLINGE-KERN
"46020",46020B012,"1248",HEIDE
"46020",46020B023,"1380",WARANDE
"46020",46020B062,"48",KAPELLEDREEF
"46020",46020B091,"428",SPAANS KWARTIER
"46020",46020C000,"1067",MEERDONK - KERN
"46020",46020C08-,"523",ZANDLOPER
"46020",46020C090,"31",KONINGS KIELDRECHTPOLDER
"46020",46020C11-,"283",KOUTER
"46020",46020C182,"188",MOLENHOEK
"46020",46020C191,"110",KRONENHOEK
"46020","46020D001","1343",SINT-PAUWELS-CENTRUM
"46020","46020D012","171",VOSSELWIJK
"46020","46020D022","399",HEULDONK
"46020","46020D081","753",SINT-PAUWELS-VERSPR. BEW.-OOST
"46020","46020D091","1059",SINT-PAUWELS-VERSPR. BEW.-WEST
"46020",46020D11-,"344",KEMZEKE HOEK
"46020","46020D123","407",ZEVENGEMEET
"46020","46020D133","107",ZANDSTRAAT
"46020","46020D134","111",ZANDSTRAAT
"46020","46020E084","70",PEISELS EN VERRE
"46020","46020E093","311",OKKERVOORDE
"46020","46020E195","4",TWAALF GEMEET
"46020",46020ZZZZ,"6",NIET TE LOKALISEREN IN EEN SECTOR
"46021",4602110PQ,"0",PAPELAAR
"46021",4602122MQ,"89",OOSTJACHTPARK
"46021",4602122PQ,"0",KLAVERBLAD E17
"46021",46021A001,"1516",SINT-NIKLAAS - MARKT
"46021",46021A011,"3362",ANKERSTRAAT
"46021",46021A021,"1524",WESTERBUURT
"46021",46021A031,"396",STEDELIJK SPORTPLEIN
"46021",46021A032,"1023",VELDSTRAAT
"46021",46021A041,"884",STADSPARK
"46021",46021A052,"1430",CASTROWIJK
"46021",46021A070,"8",STEENBAKKERIJ
"46021",46021A101,"2720",LANDBOUWERSSTRAAT
"46021",46021A111,"2099",DRIEKONINGEN
"46021",46021A142,"1564",VLYMINCKSHOEK
"46021",46021A152,"2451",PADDENSCHOOT
"46021",46021A181,"321",SPIEVELDSTRAAT
"46021",46021A182,"45",WEYNSTRAAT
"46021",46021A20-,"1475",TEREKEN
"46021",46021A211,"1202",HOGENAKKER
"46021",46021A232,"1523",FABIOLAPARK
"46021",46021A243,"1702",HERTJEN
"46021",46021A28-,"1297",HEIMOLEN
"46021",46021A290,"1450",KLETTERBOS
"46021",46021A2MN,"1112",INDUSTRIEPARK
"46021",46021A382,"283",DENNENSTRAAT
"46021",46021A3AC,"183",REINAERT
"46021",46021A3MB,"13",WESTAKKERS
"46021",46021A3PB,"417",VOSSEKOT
"46021",46021A3QC,"35",RECREATIEPARK DE STER
"46021",46021A401,"2542",KONINGIN ELISABETHPLEIN
"46021",46021A412,"1778",LINDENSTRAAT
"46021",46021A512,"2264",PRIESTEROGIEWIJK
"46021",46021A522,"1756",VAN DURMESTRAAT
"46021",46021A533,"1563",VERBINDINGSSTRAAT
"46021",46021A60-,"1786",RAAP
"46021",46021A670,"97",EUROPARK
"46021",46021A6MA,"34",ENTREPOT
"46021",46021A6PA,"751",EERSTE MOERPUT
"46021",46021A701,"1893",MOLEKEN
"46021",46021A712,"1452",BAENSLAND
"46021",46021A723,"635",ABRINGDON
"46021",46021A732,"1545",HAZEWIND
"46021",46021A78-,"255",BOTERMELKSTRAAT
"46021",46021A801,"1825",LEPELHOEK
"46021",46021A812,"783",GROOT KLOOSTERLAND
"46021",46021A822,"621",VIJFSTRATEN
"46021",46021A831,"1511",CLEMENTWIJK
"46021",46021A842,"1201",VROUWENEEKHOEK
"46021",46021A893,"1568",HUIS TEN HALVEN
"46021",46021A912,"282",ZONNEKEN
"46021",46021B00-,"1607",NIEUWENKERKEN-WAAS-CENTRUM
"46021",46021B011,"1372",WALLENHOF
"46021",46021B022,"525",TURKEYEN
"46021",46021B099,"1399",NIEUWENKERKEN-WAAS-VERSPR.BEW.
"46021",46021B112,"1192",HEIHOEK
"46021",46021C001,"1167",BELSELE-CENTRUM
"46021",46021C012,"925",POPULIEREN
"46021",46021C023,"941",DUIZEND APPELS
"46021",46021C036,"369",HET AKKER
"46021",46021C042,"570",MOLENWIJK
"46021",46021C055,"655",DEKPRIEM
"46021",46021C084,"523",KOUTERWIJK
"46021",46021C091,"138",WATERSCHOOT
"46021",46021C101,"1416",WATERMOLENWIJK
"46021",46021C112,"933",HOGE BOKSTRAAT
"46021",46021C191,"1645",OSSENHOEK - MOORTELHOEK
"46021",46021C20-,"380",PUIVELDE-CENTRUM
"46021",46021C282,"401",MARKSTRAAT
"46021",46021C291,"509",GOUDEN LEEUW
"46021",46021D00-,"1872",SINAAI - CENTRUM
"46021",46021D01-,"538",ZWAANAARDE
"46021","46021D022","517",SPORTCOMPLEX
"46021","46021D032","1462",WIJNVELD
"46021","46021D091","835",DE HONDSNEST
"46021",46021D0PN,"1179",BELSELEBEEK
"46021",46021ZZZZ,"21",NIET TE LOKALISEREN IN EEN SECTOR
"46024",46024A00-,"1145",STEKENE-CENTRUM
"46024",46024A02-,"777",STEKENE-CENTRUM - WEST
"46024",46024A03-,"2391",KERKWIJK
"46024",46024A04-,"175",KIEKENHAAG
"46024",46024A052,"153",POTAARDE
"46024",46024A0MA,"135",KLEINE AKKER
"46024",46024A0PA,"115",KOKKELBEEK
"46024",46024A10-,"442",BRUGGEWIJK
"46024",46024A11-,"764",BOSDORP
"46024",46024A191,"703",BERG - POLKEN
"46024",46024A1JN,"507",MEERSEN
"46024",46024A20-,"1042",HEIKANT-KERN
"46024",46024A211,"282",HEIKANT-NOORD
"46024",46024A221,"889",HELLESTRAAT
"46024",46024A232,"178",DONKERHOFSTEDE
"46024",46024A241,"653",NIEUWDORP
"46024",46024A262,"1250",RIEDEPOLDER - KEMEL
"46024",46024A282,"555",STEKENSE TROMP
"46024",46024A313,"385",DRIE SCHOUWEN - STEKENSE VOORHOUT
"46024",46024A411,"679",BORMTE
"46024",46024A483,"366",STEENGELAAG
"46024",46024A492,"81",WATERTOREN
"46024",46024B000,"1839",KEMZEKE-CENTRUM
"46024",46024B010,"327",KEMZEEKSE VOORHOUT
"46024",46024B081,"318",MEULEKE
"46024",46024B090,"428",DE KWAKKEL
"46024",46024B112,"257",DE PAAL
"46024",46024B161,"390",KEMZEEKSE TROMP
"46024",46024B223,"254",BREEDSTRAAT
"46024",46024C10-,"720",KLEIN SINAAI-KERN
"46024",46024C112,"601",BAUDELO
"46024",46024C191,"60",KLEIN SINAAI - VERSPR. BEW.
"46024",46024ZZZZ,"2",NIET TE LOKALISEREN IN EEN SECTOR
"46025",4602511MQ,"115",WALGOED
"46025",46025A001,"2884",TEMSE MARKT
"46025",46025A012,"2227",EEKHOUTDRIES - VOLKSPLAATS
"46025",46025A022,"1566",HEILIG HART
"46025",46025A031,"735",CAUWERBURG
"46025",46025A042,"2717",SOMPERSHOEK
"46025",46025A053,"239",VROONHOF
"46025",46025A07-,"1312",ESPOLDER - WERF
"46025",46025A091,"19",SCHAUSELBROEK
"46025",46025A0AA,"431",WAESMEER
"46025",46025A0PA,"103",SMESWIJK
"46025",46025A101,"1753",OOSTBERG
"46025",46025A112,"1555",HOLLEBEEK
"46025",46025A123,"664",POTAARDE
"46025",46025A134,"501",LAUWERSHOEK
"46025",46025A171,"103",WINNIK
"46025",46025A182,"1213",VIERSTRAAT - SWEIGERS
"46025",46025A20-,"867",VELLE
"46025",46025A291,"603",EIGENLO - DOORN - KREKEL
"46025",46025A312,"840",KLEINE DWEERS
"46025",46025B00-,"1032",STER
"46025",46025B011,"1124",WARANDE
"46025",46025B022,"749",THEMERIJK
"46025",46025B072,"92",STEENDORP - STEENBAKKERIJ-WERF
"46025",46025B091,"564",STEENDORP-VERSPREIDE BEWONING
"46025",46025C001,"1127",TIELRODE-KERN
"46025",46025C012,"592",NIEUW GELAAG
"46025",46025C022,"574",OUD GELAAG
"46025",46025C091,"1128",TIELRODE - VERSPREIDE BEWONING
"46025",46025C0MN,"1",NOORT SCHRIJN
"46025",46025C0PN,"412",NEDERCOUTER
"46025",46025C193,"0",TIELRODE BROEK
"46025","46025D000","1392",ELVERSELE-KERN
"46025","46025D012","225",LEGE HEIRWEG
"46025","46025D083","0",ELVERSELE BROEK
"46025",46025D0AA,"499",DE PELS THIENDE
"46025",46025D0PA,"325",JAN GEERAARDS THIENDE
"46025",46025ZZZZ,"4",NIET TE LOKALISEREN IN EEN SECTOR
"51004",5100420PQ,"0",SILLY
"51004",5100440PQ,"20",CHIEVRES
"51004",5100450PQ,"7",LEUZE-EN-HAINAUT 2
"51004",5100450QQ,"0",LEUZE- EN- HAINAUT 3
"51004",5100451PQ,"8",LEUZE-EN-HAINAUT 1
"51004",51004A00-,"2050",ATH-CENTRE
"51004",51004A01-,"1045",ESPLANADE
"51004",51004A040,"797",HOPITAL - ABATTOIR
"51004",51004A081,"383",ATH - HABITATION DISPERSEES
"51004",51004A101,"2371",FAUBOURG DE MONS
"51004",51004A112,"1118",L'EUROPE
"51004",51004A122,"453",CITE TERRIENNE
"51004",51004A191,"178",BOIS DU ROI
"51004",51004A201,"1209",MONT SARAH
"51004",51004A212,"321",FAUBOURG DE TOURNAI
"51004",51004A273,"101",LA FLORIDIENNE
"51004",51004A301,"1368",ROSELLE
"51004",51004A312,"551",BOCAGE
"51004",51004A323,"546",ZONE INDUSTR. - LES PRIMEVERES
"51004",51004A33-,"192",LORETTE
"51004",51004A34-,"691",TRIEU PERILLEUX
"51004",51004A392,"169",L'ERMITAGE CHAPELLE ST-ANTOINE
"51004",51004B00-,"224",LANQUESAINT-CENTRE
"51004",51004B09-,"219",LANQUESAINT-HAB. DISPERSEES
"51004",51004C00-,"529",REBAIX-CENTRE
"51004",51004C01-,"219",LA PORTE DE GAND
"51004",51004C09-,"170",REBAIX - HAB. DISPERSEES
"51004",51004C1PP,"82",PERQUIESSE-FRANCQUIER
"51004",51004D00-,"296",ISIERES - PLACE
"51004",51004D01-,"535",GRAND MARAIS
"51004","51004D082","50",PETIT MARAIS
"51004",51004D0PN,"304",TRIBOURIAU
"51004",51004D19-,"42",LA CAVEE
"51004",51004E00-,"659",MESLIN-L' EVEQUE-CENTRE
"51004","51004E072","32",ZONE INDUSTRIELLE
"51004",51004E0PP,"629",MANAGE
"51004",51004E10-,"213",STOQUOIT
"51004",51004E19-,"101",HAUT AULNOY
"51004",51004F00-,"744",GHISLENGHIEN-CENTRE
"51004",51004F072,"0",ZONING GHISLENGHIEN 1
"51004",51004F091,"88",GHISLENGHIEN - HAB. DISP. SUD
"51004",51004F0PN,"2",ZONING GHISLENGHIEN 2
"51004",51004G00-,"190",GIBECQ-CENTRE
"51004",51004G0PN,"100",GIBEEK-HABIT.DISPERSEES
"51004",51004H00-,"502",ARBRE-CENTRE
"51004",51004H01-,"195",PONCHEAU
"51004",51004H09-,"81",ARBRE-HAB. DISPERSEES
"51004",51004J00-,"678",MAFFLE-CENTRE
"51004",51004J091,"97",MAFFLE - HAB. DISPERSEES NORD
"51004",51004J0AP,"881",MAFFLE-STATION
"51004",51004J0PN,"53",MAFFLE-HAB.DISPERSEES SUD
"51004",51004K00-,"339",IRCHONWELZ-CENTRE
"51004",51004K01-,"306",FION
"51004",51004K02-,"377",TRAU AL CAUCHE
"51004",51004K03-,"74",A L'ARBRE VERT
"51004",51004K082,"57",IRCHONWELZ-HAB. DISPERSEES SUD
"51004",51004K091,"20",IRCHONWELZ-HAB. DISP. NORD
"51004",51004L090,"37",ORMEIGNIES - HAB. DISPERSEES
"51004",51004L0OP,"777",ORMEIGNIES-CENTRE
"51004",51004L10-,"264",AUTREPPE
"51004",51004L1PN,"49",AUX QUATRE-CHEMINS-MERVAU
"51004",51004M00-,"416",MOULBAIX-CENTRE
"51004",51004M01-,"123",LE CHAPITRE
"51004",51004M0PN,"106",MOULBAIX-HAB.DISPERSEES
"51004",51004N00-,"151",VILLERS-NOTRE-DAME-CENTRE
"51004",51004N09-,"42",VILLERS-NOTRE-DAME-HAB. DISP.
"51004",51004P00-,"180",VILLERS-SAINT-AMAND-CENTRE
"51004",51004P09-,"142",VILLERS-SAINT-AMAND-HAB. DISP.
"51004",51004P11-,"114",IRCHONWELZ - EXTENSION
"51004",51004P29-,"14",BELICAMP
"51004",51004P399,"160",WILLAUFOSSE - PLANTIS
"51004",51004P49-,"11",LE COUCOU
"51004",51004R00-,"602",LIGNE-CENTRE
"51004",51004R01-,"147",FOUCAUMONT
"51004",51004R080,"68",LE CHAT - PICOLEME
"51004",51004R0PP,"84",DOUAIRE-HAB.DISPERSEES
"51004",51004S001,"474",HOUTAING-CENTRE
"51004",51004S012,"100",CORON
"51004",51004S090,"61",HOUTAING - HAB. DISPERSEES
"51004",51004T00-,"388",MAINVAULT-CENTRE
"51004",51004T082,"453",LA BIGAUDE
"51004",51004T091,"138",MAINVAULT - HAB. DISPERSEES
"51004",51004T10-,"46",HAMEAU DE HOLLANDE
"51004",51004T19-,"168",BOIS HELLIN
"51004",51004T28-,"190",MONT DE MAINVAULT
"51004",51004U00-,"380",BOUVIGNIES-CENTRE
"51004",51004U09-,"78",GOBERWELZ
"51004",51004U19-,"266",HAMEAU DU BOIS - MARAIS
"51004",51004V00-,"249",OSTICHES-CENTRE
"51004",51004V09-,"425",OSTICHES - HAB. DISPERSEES
"51004",51004ZZZZ,"2",NIET TE LOKALISEREN IN EEN SECTOR
"51008",51008A00-,"1252",BELOEIL-CENTRE
"51008",51008A01-,"247",FARVACQ
"51008",51008A090,"318",RUE BASSE
"51008",51008A10-,"515",ECACHERIES
"51008",51008A190,"10",ECACHERIES-RUE VIVIERS AU BOIS
"51008",51008B00-,"1260",STAMBRUGES-CENTRE
"51008",51008B09-,"103",BOIS DE STAMBRUGES
"51008",51008B101,"234",GRANDGLISE
"51008",51008B11-,"643",LA BRUYERE
"51008",51008B122,"178",LE FAYT
"51008",51008B19-,"61",BOIS DE GRANDGLISE
"51008",51008C00-,"707",QUEVAUCAMPS - PLACE
"51008",51008C011,"464",LE MARETIAU
"51008",51008C02-,"466",GRAND'ROUTE
"51008",51008C032,"1269",PATURAGE
"51008",51008C044,"287",CORON D'EN HAUT
"51008",51008C082,"34",ANCIEN MOULIN D'EN HAUT
"51008",51008C091,"62",QUEVAUCAMPS - HAB. DISP.
"51008",51008C193,"18",CHEMIN DE FER ET AUTOROUTE
"51008",51008D00-,"947",BASECLES-CENTRE
"51008",51008D01-,"443",CHATEAU DAUDERGNIES
"51008","51008D021","498",PAVE
"51008","51008D031","466",CHASSE - MADAME
"51008","51008D042","305",LES PRES DE LA VERNE
"51008","51008D052","287",PRET
"51008",51008D08-,"173",L'AUBETTE ONZE HEURES
"51008","51008D091","7",AU FOUAN
"51008","51008D112","210",LA BRUYERE
"51008","51008D193","195",BASECLES - CARRIERES
"51008",51008E00-,"340",THUMAIDE-CENTRE
"51008","51008E082","107",BAS CORON
"51008","51008E091","54",THUMAIDE-HAB. DISPERSEES
"51008",51008F00-,"102",RAMEGNIES-CENTRE
"51008",51008F09-,"33",RAMEGNIES - HAB. DISPERSEES
"51008",51008G00-,"239",WADELINCOURT-CENTRE
"51008",51008G09-,"98",WADELINCOURT - HAB. DISPERSEES
"51008",51008H00-,"605",ELLIGNIES-SAINTE-ANNE-CENTRE
"51008",51008H01-,"240",SAINTE-ANNE
"51008",51008H02-,"78",LA CHAUSSEE
"51008",51008H082,"35",QUEWETTES
"51008",51008H091,"68",FAGNEAU - LES SARTS
"51008",51008H10-,"158",ROBERSART-CENTRE
"51008",51008H190,"85",AU VIAU - BOIS DE LA HAYE
"51008",51008J00-,"129",AUBECHIES-CENTRE
"51008",51008J09-,"40",AUBECHIES - HAB. DISPERSEES
"51008",51008ZZZZ,"4",NIET TE LOKALISEREN IN EEN SECTOR
"51009",51009A00-,"1004",BERNISSART-CENTRE
"51009",51009A01-,"446",LE CALVAIRE
"51009",51009A02-,"375",FRONTIERE
"51009",51009A032,"522",CORON PEROU
"51009",51009A081,"32",BERNISSART - LAC
"51009",51009A091,"30",MARAIS
"51009",51009A10-,"1569",HARCHIES-CENTRE
"51009",51009A191,"172",CITE JARDIN - RISQUE TOUT
"51009",51009A202,"857",FRAITI
"51009",51009A282,"10",PREAU - RESERVE NATURELLE
"51009",51009B00-,"830",POMMEROEUL-CENTRE
"51009",51009B01-,"84",PETIT CREPIN-CENTRE
"51009",51009B082,"246",RUE NOTRE DAME
"51009",51009B091,"39",CHEMIN DE FER
"51009",51009B10-,"721",VILLE POMMEROEUL-CENTRE
"51009",51009B290,"12",SUD AUTOROUTE PARIS
"51009",51009B381,"83",CANAL NIMY - BLATON NORD
"51009",51009B392,"502",ROND DU BOIS DE VILLE
"51009",51009B493,"1",CANAL HENSIES-POMMEROEUL
"51009",51009C00-,"1370",BLATON-CENTRE
"51009",51009C01-,"773",BLATON - GARE
"51009",51009C02-,"1739",GRAND BRUYERE
"51009",51009C08-,"123",AUTOROUTE
