CD_REFNIS,CD_SECTOR,TOTAL,TX_DESCR_SECTOR_NL
"11001",11001A00-,"2447",AARTSELAAR-CENTRUM
"11001",11001A01-,"2816",DE LEEUWERIK
"11001",11001A020,"715",BUERSTEDE
"11001",11001A030,"436",YSSELAAR
"11001",11001A042,"344",KLEINE GRIPPE
"11001",11001A052,"2151",LEUG
"11001",11001A063,"750",TEN DORPE
"11001",11001A074,"28",BRUINEN BAARD
"11001",11001A091,"591",KLEISTRAAT - OEVER
"11001",11001A0MA,"57",ZINKVAL
"11001",11001A0PA,"119",CLEYDAEL-KASTEEL
"11001",11001A10-,"788",'T HEIKEN
"11001",11001A173,"573",NOTELAAN
"11001",11001A190,"378",DE REUKENS
"11001",11001A20-,"1003",DE KOEKOEK
"11001",11001A21-,"1258",VIERPALEN
"11001",11001ZZZZ,"1",NIET TE LOKALISEREN IN EEN SECTOR
"11002",1100212MQ,"0",STABROEK
"11002",11002A00-,"2754",ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN )
"11002",11002A01-,"1585",KLAPDORP - BROUWERSVLIET
"11002",11002A02-,"552",GROENPLAATS (SPAANSE WALLEN)
"11002",11002A03-,"1092",HOOGSTRAAT (SPAANSE WALLEN)
"11002",11002A04-,"1502",OUDAAN (SPAANSE WALLEN)
"11002",11002A05-,"1605",GEVANGENIS (SPAANSE WALLEN)
"11002",11002A081,"0",SCHELDEKADEN NOORD
"11002",11002A10-,"1694",MEIR - LEYSSTRAAT (SP. WALLEN)
"11002",11002A11-,"1945",KIPDORP-ST.-JACOBS (SP.WALLEN)
"11002",11002A12-,"963",K.N.S.-NAT. BANK (SP. WALLEN)
"11002",11002A13-,"2084",STADSWAAG-BEGIJNHOF(SP.WALLEN)
"11002",11002A14-,"1038",TABAKSVEST (SPAANSE WALLEN)
"11002",11002A15-,"1448",HESSENHUIS (SPAANSE WALLEN)
"11002",11002A21-,"2748",ST.-ANDRIES (SPAANSE WALLEN)
"11002",11002A22-,"1722",ST.-MICHIELSKAAI (SP. WALLEN)
"11002",11002B701,"5198",LINKEROEVER-ZUID (LINKEROEVER)
"11002",11002B71-,"1931",LINKEROEVER - STATION
"11002",11002B721,"3984",LINKEROEVER-NOORD
"11002",11002B73-,"50",ST.-ANNA (LINKEROEVER)
"11002",11002B742,"1753",THOENETLAAN (LINKEROEVER)
"11002",11002B752,"174",GLORIANTLAAN (LINKEROEVER)
"11002",11002B782,"170",GALGEWEEL (LINKEROEVER)
"11002",11002B791,"330",ST.-ANNABOS (LINKEROEVER )
"11002",11002B813,"2403",BLANCEFLOERLAAN  (LINKEROEVER)
"11002",11002B824,"552",CHARLES DE COSTERLAAN(L.OEVER)
"11002",11002C20-,"378",STATIEKWARTIER (STATIONSWIJK)
"11002",11002C21-,"1911",ATHENEUM (STATIONSWIJK)
"11002",11002C22-,"1933",DE CONINCPLEIN-Z.(STATIONSW.)
"11002",11002C23-,"3426",OFFERANDESTRAAT(STATIONSWIJK )
"11002",11002C24-,"3479",PROVINCIESTRAAT(STATIONSWIJK )
"11002",11002C25-,"3648",PELIKAANSTRAAT (STATIONSWIJK )
"11002",11002C28-,"0",STATION - ZOO (STATIONSWIJK )
"11002",11002C29-,"0",STADSPARK (STATIONSWIJK )
"11002",11002C31-,"1341",JEZUITENCOLLEGE(STATIONSWIJK )
"11002",11002C41-,"3048",DAMBRUGGESTRAAT-N.(STATIONSW.)
"11002",11002C42-,"3546",DE ZAVEL (NOORDWIJK )
"11002",11002C43-,"2356",ST.-WILLEBRORDUS (NOORDWIJK )
"11002",11002C44-,"2075",POTGIETERSTRAAT (NOORDWIJK)
"11002",11002C45-,"2735",STUIVENBERG ZIEKENHUIS(NOORDW)
"11002",11002C491,"0",SCHIJNPOORT (DAM-SCHIJNPOORT )
"11002",11002D30-,"4367",CHARLOTTALEI (OOSTWIJK)
"11002",11002D31-,"3097",ASTRID BAD (OOSTWIJK)
"11002",11002D32-,"4072",ST.-VINCENTIUS (OOSTWIJK)
"11002",11002D33-,"3328",STADSPARK-ZUID (OOSTWIJK)
"11002",11002D34-,"5555",DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK)
"11002",11002D35-,"1554",VAN DIEPENBEECKSTR. (OOSTWIJK)
"11002",11002D38-,"9",GAS (OOSTWIJK)
"11002",11002D41-,"3594",STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK)
"11002",11002D42-,"2486",LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK)
"11002","11002E122","1173",WAALSE KAAI (ZUIDWIJK)
"11002","11002E131","1610",VLAAMSE KAAI (ZUIDWIJK)
"11002",11002E14-,"6109",MUSEUMWIJK (ZUIDWIJK)
"11002",11002E15-,"1428",GERECHTSHOF (ZUIDWIJK)
"11002",11002E19-,"0",OUDE SCHIPPERSDOKKEN(ZUIDWIJK)
"11002",11002E50-,"5797",BELL (ZUIDWIJK)
"11002","11002E521","3262",LANGE ELZENSTRAAT (ZUIDWIJK)
"11002",11002E53-,"2528",TROONPLAATS (ZUIDWIJK)
"11002","11002E551","2279",GERECHTSHOF (ZUIDWIJK)
"11002",11002E5MJ,"877",SPAGHETTIKNOOP (KIEL)
"11002",11002F11-,"3456",ST.-CATHARINA (KIEL)
"11002",11002F12-,"2925",MAURITS SABBELAAN (KIEL)
"11002",11002F21-,"4187",KOLONIELAAN (CAM. HUYSMANSL.)
"11002",11002F223,"849",VOLHARDINGSSTRAAT (KIEL)
"11002",11002F60-,"1874",KIEL - CENTRUM (KIEL)
"11002",11002F61-,"4759",BOOMSE STWG-BEERSCHOT (KIEL)
"11002",11002F62-,"2482",BEERSCHOT - STADION (KIEL)
"11002",11002F64-,"2329",JAN DE VOSLEI (KIEL)
"11002",11002F65-,"2194",PIUS X (KIEL)
"11002",11002F6MJ,"4",PETROLEUM - SCHELDEKADEN-Z.
"11002",11002F6NJ,"7",KIELSE POLDER (KIEL)
"11002",11002G51-,"2820",ST.-LAURENTIUS (ZUIDWIJK)
"11002",11002G522,"1027",FRANSEN PLAATS (ZUIDWIJK)
"11002",11002G53-,"3338",HARMONIE (ZUIDWIJK)
"11002",11002G54-,"2380",KAREL OOMSTRAAT
"11002",11002G552,"457",C. TEICHMANN PLAATS (ZUIDWIJK)
"11002",11002G59-,"74",ALBERTPARK (OOSTWIJK)
"11002",11002G72-,"915",WILRIJKSPL.-W. (WILRIJKSPLEIN)
"11002",11002G73-,"644",BLOKKEN-KRUISHOFSTR. (WILR.PL)
"11002",11002G74-,"645",DEN BRANDT (WILRIJKSPLEIN)
"11002",11002G75-,"141",OOSTERVELD (WILRIJKSPEIN)
"11002",11002G780,"208",NACHTEGALENPARK(WILRIJKSPLEIN)
"11002",11002H40-,"3795",ST.-AMANDUS (NOORDWIJK)
"11002",11002H41-,"4411",STUIVENBERG-WEST
"11002",11002H43-,"3962",ST.-JANSPLEIN-TRAPSTR.(N.WIJK)
"11002",11002H44-,"3000",STUIVENBERGPLEIN (NOORDWIJK)
"11002",11002H4MJ,"0",STATION STUIVENBERG
"11002",11002H83-,"3530",SLACHTHUISWIJK (DAM-SCHIJNPOORT)
"11002",11002H84-,"539",DAM (DAM - SCHIJNPOORT)
"11002",11002H8MJ,"1",DAM- LOBROEKDOK (SCHIJNPOORT)
"11002",11002J072,"704",OUDE HAVEN
"11002",11002J80-,"3773",LUCHTBAL-ZUID
"11002",11002J820,"1137",IJZERLAAN (DAM - SCHIJNPOORT)
"11002",11002J83-,"1243",DUBOISSTRAAT (NOORDWIJK)
"11002",11002J84-,"395",WILLEMDOK (SPAANSE WALLEN)
"11002",11002J85-,"3055",'T EILANDJE
"11002",11002J873,"30",HOUTDOK
"11002",11002J8AN,"2880",AN-LUCHTBAL-NOORD
"11002",11002K171,"45",ALBERTDOK
"11002",11002K172,"0",MARSHALL-EN INDUSTRIEDOK ESSO
"11002",11002K173,"6",LEOPOLDDOK FORD-FABRIEKEN
"11002",11002K175,"0",CHURCHILLDOK-G. M. CONTIN.
"11002",11002K1NP,"1",AN-LUITHAGEN-TRANSCONTINENTAALWEG
"11002",11002K1WN,"0",AN-HAVEN/VORMINGSSTATION
"11002",11002K214,"51",LILLO - FORT
"11002",11002K271,"0",DISTRICT LILLO TUNNEL-NOORD
"11002",11002K272,"0",DISTRICT LILLO TUNNEL-ZUID
"11002",11002K2MN,"0",DISTRICT LILLO TUNNEL-ZUID
"11002",11002L000,"2109",ZANDVLIET-KERN(ZANDVL.-5 DIST)
"11002",11002L011,"1379",STALSHOEK(ZANDVLIET-5 DISTR. )
"11002",11002L022,"168",GROTE RUIGEHEIDE(ZANDVL.-5DIS)
"11002",11002L070,"0",HAVENGEBIED (ZANDVLIET-5 DIS)
"11002",11002L090,"208",NOORDLAANPOLDER-VERSPR. BEW. (ZANDVLIET - 5 DISTRICT)
"11002",11002L100,"2880",BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT)
"11002",11002L111,"1020",STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT)
"11002",11002L122,"2084",VISWATER(BERENDRECHT - 4 DIST)
"11002",11002L17-,"0",HAVENGEBIED(BERENDRECHT - 4 D)
"11002",11002L18-,"75",KRAAIENBERG(BERENDRECHT - 4 D)
"11002",11002M0MA,"0",SCHELDE - CONTAINERTERMINAL
"11002",11002M0QA,"0",SCHELDE-ZUID
"11002",11002M0RA,"0",SCHELDE-NOORD
"11002",11002P00-,"1567",EKEREN-CENTRUM
"11002",11002P01-,"2257",EKEREN-DORP
"11002",11002P02-,"1487",SCHOONBROEK
"11002",11002P03-,"2852",DE GEESTEN
"11002",11002P04-,"2464",HET ZAND
"11002",11002P05-,"769",LEERHOEKSLAAN
"11002",11002P09-,"0",VELTWIJCK
"11002",11002P100,"2290",MARIABURG
"11002",11002P111,"1532",DE BIST
"11002",11002P12-,"981",DE NOTESCHELP
"11002",11002P192,"0",HOGE BIST
"11002",11002P20-,"1299",HOEKAKKER
"11002",11002P22-,"1023",PRINSHOEVELAND
"11002",11002P23-,"2011",LAGE BIST
"11002",11002P242,"242",KLAVERVELDEN
"11002",11002P2AN,"0",EK-LAAR
"11002",11002P2AP,"1240",EK-LUCASWIJK
"11002",11002P392,"2",VLOEIENDE
"11002",11002P500,"1214",LEUGENBERG
"11002",11002P589,"148",DE HOEKX
"11002",11002P590,"122",KROMMESTR.- AKKER - BREDESTR.- VELDEN
"11002",11002P6AK,"181",EK-LEUGENBERG-ZUID
"11002",11002P6BK,"802",EK-SCHOONBROEK - TWEEKRONEN
"11002",11002P6CK,"794",EK-SCHOONBROEK HANDBOOG
"11002",11002P6DK,"1376",EK-GR.HAGELKRUIS-L.BAEKELANDSTRAAT
"11002",11002P6EK,"1847",EK-DONKSE BEEK
"11002",11002P6FK,"0",EK-EKERSE POLDER
"11002",11002P6PK,"0",EK-EKERSE PUTTEN
"11002",11002Q001,"4001",OUD MERKSEM
"11002",11002Q012,"3777",MERKSEM-CENTRUM
"11002",11002Q021,"902",LAATLOS
"11002",11002Q03-,"3390",GAGELVELDEN
"11002",11002Q04-,"2652",KLUIZEVELDEN
"11002",11002Q052,"966",EIGEN HEERD
"11002",11002Q072,"122",DUIVELSHOEK
"11002",11002Q091,"37",PARK
"11002",11002Q10-,"3204",OUDE BAREEL
"11002",11002Q11-,"1481",MERKSEMHEIDE
"11002",11002Q12-,"4377",KROONWIJK
"11002",11002Q13-,"3038",MELGESDREEF
"11002",11002Q14-,"3082",TUINWIJK
"11002",11002Q17-,"104",MERKSEM-DOKKEN
"11002",11002Q201,"6308",LAMBRECHTSHOEKEN
"11002",11002Q212,"2832",LAARSE BAAN-WEST
"11002",11002Q222,"509",RIETSCHOORVELDEN
"11002",11002Q233,"1467",LAARSE BAAN-OOST
"11002",11002Q241,"12",KRUISBAANVELDEN
"11002",11002Q242,"866",KRUISBAANVELDEN
"11002",11002Q2AA,"1416",'T LAAR
"11002",11002Q2PP,"9",ME-MERKSEMSE POLDER
"11002",11002Q30-,"253",KLEINE BAREEL
"11002",11002Q39-,"0",'T FORT
"11002",11002Q49-,"3",SPORTPALEIS
"11002",11002R00-,"838",DEURNE - GEMEENTEHUIS
"11002",11002R01-,"2858",PLANKENBERG
"11002",11002R02-,"1338",DEURNE-HET DORP
"11002",11002R03-,"4180",GALLIFORT
"11002",11002R04-,"1754",KREGLINGER
"11002",11002R05-,"2713",TER RIVIEREN
"11002",11002R099,"25",RIVIERENHOF-NOORD
"11002",11002R101,"5975",KRONENBURG
"11002",11002R110,"5285",BISSCHOPPENHOF
"11002",11002R12-,"3962",CONFORTA
"11002",11002R13-,"6356",TEN EEKHOVE
"11002",11002R172,"51",KANAAL
"11002",11002R180,"1241",BREM
"11002",11002R19-,"951",KRUININGE
"11002",11002R20-,"4301",VENNEBORG
"11002",11002R21-,"3420",MORTELHOEK
"11002",11002R22-,"1560",ERTBRUGGE
"11002",11002R23-,"3335",ZWARTE AREND
"11002",11002R24-,"3041",SCHOTENSTEENWEG
"11002",11002R28-,"106",RUGGEVELD
"11002",11002R29-,"0",ERTBRUGGE VELD
"11002",11002R30-,"1472",'T MESTPUTTEKE
"11002",11002R31-,"4306",DRIEKONINGEN
"11002",11002R32-,"1798",ARENA
"11002",11002R33-,"2973",KRIEKENHOF
"11002",11002R34-,"1512",MUGGENBERG
"11002",11002R35-,"2814",MORKHOVEN
"11002",11002R39-,"21",BOTERLAARHOF
"11002",11002R401,"3149",BOEKENBERG
"11002",11002R41-,"2455",DRAKENHOF
"11002",11002R42-,"1333",BOEKENBERGLEI
"11002",11002R43-,"2793",EKSTERLAAR
"11002",11002R44-,"2766",BOTERLAAR - SILSBURG
"11002",11002R47-,"99",VLIEGVELD
"11002",11002R482,"0",BOEKENBERGPARK
"11002",11002S00-,"4466",BORGERHOUT - GEMEENTEHUIS
"11002",11002S01-,"3911",FONTEINSTRAAT
"11002",11002S02-,"3449",DEN BLEEKHOF
"11002",11002S03-,"2373",KROONSTRAAT-WEST
"11002",11002S04-,"3798",HET LAAR
"11002",11002S05-,"2434",KATTENBERG
"11002",11002S10-,"1780",STENENBRUG-ZUID
"11002",11002S11-,"3156",COLLEGE
"11002",11002S12-,"2704",VAN DE PERRELEI
"11002",11002S13-,"1073",BOELAERPARK-NOORD
"11002",11002S19-,"0",TE BOELAERPARK
"11002",11002S20-,"882",FOORPLEIN
"11002",11002S28-,"0",DEURNE - HUISKENS
"11002",11002S2MJ,"705",E3 - E39
"11002",11002S30-,"3883",DE PEPERBUS
"11002",11002S31-,"4382",ST.-ANNA
"11002",11002S41-,"2204",LABORATORIUM
"11002",11002S42-,"2914",GITSCHOTEL
"11002",11002S43-,"1655",CRUYSLEI
"11002",11002T00-,"3463",OP TEN BERGH
"11002",11002T01-,"2432",POSTHOF
"11002",11002T02-,"1354",HOFVELD
"11002",11002T03-,"2509",STUIVENBERG
"11002",11002T04-,"1800",OUDE JUSTITIE
"11002",11002T05-,"2176",TURKEYEN
"11002",11002T09-,"506",VESTINGEN
"11002",11002T10-,"2263",RUYTENBURG
"11002",11002T111,"3339",FRUITHOF
"11002",11002T12-,"1768",OUDE BAEN
"11002",11002T13-,"2165",MOLENVELD
"11002",11002T14-,"2774",DE VELDEKENS
"11002",11002T180,"581",ROOY
"11002",11002T19-,"0",DE SCHOM
"11002",11002T20-,"4029",GITSCHOTEL
"11002",11002T21-,"1896",VOSSTRAETE
"11002",11002T22-,"2166",GROENENHOEK
"11002",11002T23-,"1378",BERCHEMBOS
"11002",11002T24-,"805",TUINWIJK
"11002",11002T25-,"436",HET PRIEEL
"11002",11002T30-,"1816",ZURENBORG
"11002",11002T39-,"12",OOSTKWARTIER
"11002",11002T412,"1652",ZILVERBEEK
"11002",11002T42-,"1860",DE ZEPTEN
"11002",11002U00-,"3189",WILRIJK-CENTRUM
"11002",11002U01-,"3030",YPERMAN - STEYTELINCK
"11002",11002U02-,"3314",OVERSNES - DUIVELSHOEK
"11002",11002U03-,"2554",KOORNBLOEM
"11002",11002U09-,"104",SLIJKHOEK - FORT 6
"11002",11002U10-,"3331",HONDSNEST - MOLENVELD
"11002",11002U11-,"1974",PARKWIJK
"11002",11002U20-,"5833",VALAAR - DE BREM
"11002",11002U21-,"3865",DE BRUYNLAAN-ZUID
"11002",11002U22-,"1261",DE BRUYNLAAN-NOORD
"11002",11002U30-,"3291",OOSTERVELD
"11002",11002U31-,"1176",ELSDONK-OOST
"11002",11002U32-,"1280",ELSDONK-WEST
"11002",11002U33-,"2742",SINT-AUGUSTINUS
"11002",11002U40-,"1969",EDEN
"11002",11002U41-,"765",U.I.A. VOORJAARSSTRAAT
"11002",11002U43-,"1247",GALLAITLAAN
"11002",11002U47-,"204",INDUSTRIEPARK-OOST
"11002",11002U57-,"172",TER BEKE HOF DREEF
"11002",11002U5MA,"9",GROENE HOEK - TER BEKE
"11002",11002U5PA,"5",GROENE HOEK - TER BEKE
"11002",11002U60-,"485",DOOY SLOOY
"11002",11002U68-,"4",SCHOONSELHOF - FORT 7
"11002",11002U69-,"15",KLAVERBLAD
"11002",11002V00-,"1799",HOBOKEN - CENTRUM
"11002",11002V01-,"2248",KLOOSTERSTRAAT
"11002",11002V02-,"1323",VINKEVELDEN
"11002",11002V03-,"1494",KAPELSTRAAT
"11002",11002V04-,"1864",SPORT PARK BELL
"11002",11002V05-,"2671",LEOPOLDLEI
"11002",11002V07-,"16",METALLURGIE - COCKERILL
"11002",11002V099,"31",PARK ZORGVLIET
"11002",11002V10-,"5884",ZWAANTJES
"11002",11002V11-,"3643",PORTUGESEHOF
"11002",11002V12-,"1791",WEERSTANDLAAN
"11002",11002V13-,"4099",HEIDE
"11002",11002V14-,"2592",LICHTENBERG
"11002",11002V19-,"197",BEGRAAFPLAATS
"11002",11002V20-,"2049",MEERLENHOF
"11002",11002V21-,"1191",STUIVENBERG
"11002",11002V22-,"1469",NACHTEGALENHOF-NOORD
"11002",11002V23-,"1967",NACHTEGALENHOF-ZUID
"11002",11002V29-,"0",HOF TER GROEN
"11002",11002V301,"1778",MORETUSBURG
"11002",11002V312,"1438",VISPUTTEN
"11002",11002V322,"1664",POLDERSTAD
"11002",11002V373,"10",INDUSTRIEPARK
"11002",11002V391,"2",POLDERBOS
"11002",11002ZZZZ,"866",NIET TE LOKALISEREN IN EEN SECTOR
"11004",11004A00-,"1305",BOECHOUT-CENTRUM
"11004",11004A01-,"705",HOVEREVELD
"11004",11004A02-,"550",FRUITHOF
"11004",11004A03-,"1078",LANGE KROON
"11004",11004A081,"682",MUSSENHOEVE
"11004",11004A09-,"161",HOF VAN BOECHOUT
"11004",11004A10-,"1318",'T VOSKE
"11004",11004A18-,"151",HELLE
"11004",11004A19-,"676",SMIDJE-VERSPREIDE BEWONING
"11004",11004A21-,"822",MOLENVELD
"11004",11004A220,"1874",GILLEGOMBUURT
"11004",11004A23-,"775",SCHALIEHOEVEBUURT
"11004",11004A242,"591",VOGELWEIDE
"11004",11004A29-,"192",BOSHOEK
"11004",11004B000,"1115",VREMDE-DORP
"11004",11004B010,"562",BROECHEMSE STEENWEG
"11004",11004B022,"285",NIEUWE WIJK
"11004",11004B081,"387",TOEFFELHOEK
"11004",11004B090,"196",BLOEMENHOF - VREMDERMOLEN
"11004",11004B19-,"101",ACHTERSTE HOEVEN
"11004",11004ZZZZ,"1",NIET TE LOKALISEREN IN EEN SECTOR
"11005",11005A00-,"1779",BOOM-CENTRUM
"11005",11005A01-,"2585",ADVOKAATSTRAAT
"11005",11005A02-,"1164",DE HOEK
"11005",11005A03-,"1279",BOOM STATION-F. DE SCHUTTERL.
"11005",11005A04-,"1306",NOEVEREN
"11005",11005A051,"355",SCHOMME
"11005",11005A072,"79",INDUSTRIE
"11005",11005A093,"150",HOLLEZIJP
"11005",11005A10-,"1059",BOSSTRAAT
"11005",11005A184,"83",RECREATIE
"11005",11005A191,"110",KLEINE STEYLEN
"11005",11005A20-,"1212",BAREEL-PARK
"11005",11005A211,"2135",WATERTOREN
"11005",11005A22-,"794",GEBO
"11005",11005A232,"795",KORTE STRAAT
"11005",11005A242,"389",QUESELS
"11005",11005A25-,"369",VOSKEN
"11005",11005A30-,"3147",PERTSGAD
"11005",11005A39-,"0",PARK
"11005",11005ZZZZ,"9",NIET TE LOKALISEREN IN EEN SECTOR
"11007",11007A00-,"1195",BORSBEEK-CENTRUM
"11007",11007A01-,"1362",VOGELZANG
"11007",11007A020,"767",ACHTERROT
"11007",11007A03-,"3197",VAN PUTLEI
"11007",11007A04-,"4228",OUDE SPRINKHAAN
"11007",11007A080,"203",SCHOENDONK
"11007",11007A09-,"125",FORT 3
"11007",11007ZZZZ,"0",NIET TE LOKALISEREN IN EEN SECTOR
"11008",11008A00-,"2180",VAGEVUURVELDEN
"11008",11008A01-,"2413",BRASSCHAAT-CENTRUM
"11008",11008A020,"4657",ZAND - HEISLAG
"11008",11008A03-,"1814",FORTUINBEEK
"11008",11008A04-,"2775",KLINIEK
"11008",11008A091,"27",PARK
"11008",11008A0AA,"449",NEERVELDEN
"11008",11008A0BJ,"1378",HEUVELS - RIETBEEMDEN
"11008",11008A0PA,"176",TORENHOF - HOF TEN BOS
"11008",11008A10-,"1599",MIDDELKAART
"11008",11008A11-,"1980",LAGE KAART
"11008",11008A12-,"1185",HOGE KAART
"11008",11008A19-,"248",EIKELENBERG
"11008",11008A20-,"2476",DRIEHOEK
"11008",11008A21-,"2249",BETHANIE
"11008",11008A22-,"148",MISHAGEN
"11008",11008A283,"213",HET LEEG - MIKSE HEIDE
"11008",11008A29-,"6",NIEMANDS BEEMDEN
"11008",11008A30-,"1633",MARIA-TER-HEIDE
"11008",11008A31-,"1094",MOLENHEIDE
"11008",11008A32-,"431",BELLENHOF
"11008",11008A332,"567",DUREN TIJD
"11008",11008A381,"273",DE MIK
"11008",11008A3MB,"518",GROOT SCHIETVELD
"11008",11008A3PB,"167",KAMP VAN BRASSCHAAT
"11008",11008A40-,"3046",MARIABURG
"11008",11008A49-,"1345",LEENHEIDE - KATERHEIDE
"11008",11008A500,"1246",VRIESDONK
"11008",11008A510,"1903",TER BORCHT - VOSHOL
"11008",11008A59-,"9",PEERDSBOS
"11008",11008ZZZZ,"6",NIET TE LOKALISEREN IN EEN SECTOR
"11009",11009A000,"2405",BRECHT-CENTRUM
"11009",11009A01-,"339",HEIKEN
"11009",11009A02-,"46",BEEKHOVEN
"11009",11009A03-,"101",PAPBOS
"11009",11009A042,"596",HENSEL
"11009",11009A0AD,"312",STEEGHOVEN
"11009",11009A0MC,"93",DE RING
"11009",11009A0PD,"979",HOEK - SCHOM
"11009",11009A0QC,"247",STAPELHEIDE - NOLLEKENS
"11009",11009A20-,"1721",HET VEEN
"11009",11009A21-,"1157",KAMBEENHEIDE
"11009",11009A222,"2212",HOGE HEIDE
"11009",11009A281,"7",DE MEREL
"11009",11009A29-,"17",VRAAGHEIDE
"11009",11009A30-,"472",OVERBROEK
"11009",11009A38-,"89",KREKELBERG
"11009",11009A3AB,"860",NIEUWE ROMMERSHEIDE
"11009",11009A3PB,"366",HORST - SCHOORDIJK - MEREYT
"11009",11009A49-,"266",BRECHTSE HEIDE
"11009",11009A59-,"0",GROOT SCHIETVELD
"11009",11009A5AA,"2135",ROMMERSHEIDE - LAKVEN
"11009",11009A5PA,"125",NOTTEBOHM
"11009",11009B00-,"1783",SINT-LENAARTS-CENTRUM
"11009",11009B01-,"681",POTHOEK
"11009",11009B02-,"424",HEIKEN
"11009",11009B032,"869",KONINGSSTOEL
"11009",11009B08-,"547",MOLENHEIKEN
"11009",11009B091,"277",HENXBROEK-KLOOSTERAKKER-VONDEL
"11009",11009B18-,"178",EESTER - LABOUREUR - VOGELZANG
"11009",11009B19-,"500",DE LEEUWERIK
"11009",11009B20-,"736",GROOT EN KLEIN VEERLE
"11009",11009B29-,"261",DE HOUW - GALGEVOORT
"11009",11009B2MA,"36",D'HOEF
"11009",11009B2PA,"315",VEERLE - VERSPREIDE BEWONING
"11009",11009C00-,"995",SINT-JOB-IN-'T GOOR - CENTRUM
"11009",11009C01-,"2805",LEEUWERIK
"11009",11009C020,"2039",ZAND
"11009",11009C03-,"2222",SINT-JOB-IN-'T GOOR - DORP-N.
"11009",11009C08-,"146",CHRISTUS-KONING
"11009",11009C090,"440",KLOOSTERVELD-VERSPR. BEW.
"11009",11009ZZZZ,"10",NIET TE LOKALISEREN IN EEN SECTOR
"11013",11013A00-,"1754",EDEGEM-CENTRUM
"11013",11013A01-,"1225",MUSSENBURG
"11013",11013A02-,"4150",BUIZEGEM
"11013",11013A03-,"680",POSDIJK
"11013",11013A040,"2040",BOERENLEGER
"11013",11013A050,"1560",GRIJPEGEM
"11013",11013A090,"22",HOF TER LINDEN
"11013",11013A101,"3262",EEKHOF - ST.JOZEF
"11013",11013A11-,"759",ELSDONK
"11013",11013A12-,"414",VERBRANDE HOEVE
"11013",11013A132,"2010",MOLENVELD
"11013",11013A142,"2246",AAN DE HOEVE
"11013",11013A181,"53",MOLENVELD-ZUID
"11013",11013A19-,"155",DRIE EIKEN
"11013",11013A20-,"1476",TER BEKE
"11013",11013A21-,"422",ROZENHOF
"11013",11013ZZZZ,"16",NIET TE LOKALISEREN IN EEN SECTOR
"11016",11016A000,"1112",ESSEN-CENTRUM
"11016",11016A010,"892",HEUVEL
"11016",11016A021,"612",KLOOSTERSTRAAT-OOST
"11016",11016A042,"1778",HONDSBERG
"11016",11016A052,"834",DE VENNEN - DE WERF
"11016",11016A091,"714",SPIJKER - ZANDSTRAAT
"11016",11016A101,"992",WILDERT-OOST
"11016",11016A112,"1713",WILDERT-WEST
"11016",11016A180,"248",VISSENHEUVEL - ZILVEREN HOEK
"11016",11016A191,"153",WILDVEN
"11016",11016A1AJ,"626",WILDERT WEEKENDZONE-OOST
"11016",11016A200,"1550",HORENDONK
"11016",11016A262,"317",HORENDONK-WEEKENDZONE
"11016",11016A273,"53",INDUSTRIEZONE
"11016",11016A281,"284",STEENPAAL - GROTE HORENDONK
"11016",11016A291,"441",SCHANKER - SCHAM
"11016",11016A300,"438",ESSEN - HOEK
"11016",11016A391,"153",NOORDENEIND - ROUWMOERHOEF - WATERWINNING
"11016",11016A3AJ,"936",WILDERT - WEEKENDZONE-WEST
"11016",11016A401,"972",STATION
"11016",11016A412,"424",VELDWEG
"11016",11016A501,"3414",HEIKANT
"11016",11016A592,"247",PAARDENHOEK-WILDERTSE DUINTJES
"11016",11016A60-,"103",KALMTHOUTSE HOEK
"11016",11016A691,"183",MOLENWIJK - VOORTSE HOEVE
"11016",11016ZZZZ,"7",NIET TE LOKALISEREN IN EEN SECTOR
"11018",11018A000,"862",HEMIKSEM-DORP
"11018",11018A010,"1667",HOOFDBOS
"11018",11018A021,"2299",HEMIKSEM-CENTRUM
"11018",11018A030,"1134",VARENVELDEN
"11018",11018A042,"130",KALLEBEEK
"11018",11018A054,"967",BOUWERIJVELDEN
"11018",11018A070,"4",HERBEKE - TERLOCHT
"11018",11018A090,"6",KASTEEL
"11018",11018A101,"1369",HEUVELSTRAAT
"11018",11018A111,"855",KERKENEINDE
"11018",11018A122,"1144",SINT-BERNARD
"11018",11018A132,"353",KERKE BOS
"11018",11018A143,"463",SCHELSE BOS
"11018",11018A170,"79",NIJVERHEIDSZONE-OOST
"11018",11018A1MJ,"385",NIJVERHEIDSZONE - SCHELDE-Z.
"11018",11018ZZZZ,"5",NIET TE LOKALISEREN IN EEN SECTOR
"11021",11021A00-,"2094",HOVE-CENTRUM
"11021",11021A01-,"495",GEELHAND
"11021",11021A02-,"1258",KLEINE MIJL
"11021",11021A03-,"564",GRENS EDEGEM
"11021",11021A04-,"1142",RATTENNEST
"11021",11021A052,"253",FRUITHOUT-ZUID
"11021",11021A062,"2185",VELDKANT
"11021",11021A081,"114",FRUITHOUT
