1458,173
1459,998
1460,258
1461,528
1462,842
1463,214
1464,392
1465,383
1466,371
1467,94
1468,61
1469,754
1470,1055
1471,545
1472,710
1473,1061
1474,3657
1475,935
1476,2749
1477,2128
1478,1367
1479,1970
1480,1011
1481,1659
1482,285
1483,472
1484,2020
1485,1231
1486,688
1487,2140
1488,67
1489,11
1490,22
1491,853
1492,430
1493,299
1494,37
1495,1048
1496,86
1497,1371
1498,0
1499,81
1500,0
1501,1691
