,CD_REFNIS,CD_SECTOR,TOTAL,TX_DESCR_SECTOR_NL,ZONENUMMER
19462,92087,92087J112,153,BRUYERES,4084.0
19463,92087,92087J191,166,WAGNEE,4084.0
19464,92087,92087ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
19465,92094,92094A001,1286,HOTEL DE VILLE,4085.0
19466,92094,92094A011,1126,CASERNES,
19467,92094,92094A02-,349,LE GROGNON,4085.0
19468,92094,92094A031,443,PARC - FACULTES,4085.0
19469,92094,92094A04-,544,PIED DE LA CITADELLE,4085.0
19470,92094,92094A05-,627,PORTE DE BRUXELLES,4085.0
19471,92094,92094A10-,1396,PLAINE SAINT-NICOLAS - PLOMCOT,4085.0
19472,92094,92094A20-,2463,LA PLANTE,4085.0
19473,92094,92094A300,946,CITADELLE,4085.0
19474,92094,92094A322,185,N.D. AU BOIS,4085.0
19475,92094,92094A391,114,BASSE MARLAGNE,4085.0
19476,92094,92094A401,1946,SALZINNES-CENTRE,4085.0
19477,92094,92094A411,2279,LES BALANCES,4085.0
19478,92094,92094A422,1519,SAINTE-JULIENNE,4085.0
19479,92094,92094A433,1751,MARLAGNE,4085.0
19480,92094,92094A452,6,SEMINAIRE,4085.0
19481,92094,92094A47-,202,LES BAS PRES,4085.0
19482,92094,92094A48-,21,LA GUEULE DU LOUP,4085.0
19483,92094,92094A50-,1040,SALZINNES-LES-MOULINS,4085.0
19484,92094,92094A601,2200,PONT DE LOUVAIN,4085.0
19485,92094,92094A61-,862,HEUVY,4085.0
19486,92094,92094A62-,1012,HERBATTE,4085.0
19487,92094,92094A63-,657,PRISON,4085.0
19488,92094,92094A642,516,BOMEL,4085.0
19489,92094,92094A702,1462,QUARTIER SAINT-LOUP,4085.0
19490,92094,92094A712,1654,SAINT-NICOLAS,4085.0
19491,92094,92094A732,733,SAINT-AUBIN,4085.0
19492,92094,92094B00-,2258,JAMBES-CENTRE,4085.0
19493,92094,92094B011,2590,BOULEVARD DE LA MEUSE,4085.0
19494,92094,92094B022,1450,BINAME,4085.0
19495,92094,92094B073,2,JAMBES ZONING INDUSTRIEL,4085.0
19496,92094,92094B101,989,VELAINE,4085.0
19497,92094,92094B11-,974,BASSES COMOGNES,4085.0
19498,92094,92094B122,846,AMEE,4085.0
19499,92094,92094B19-,548,SART-HULET,4085.0
19500,92094,92094B20-,1797,PONT DES ARDENNES,4085.0
19501,92094,92094B21-,1575,BASSE ANHAIVE,4085.0
19502,92094,92094B221,810,CITE DU SOUVENIR,4085.0
19503,92094,92094B232,273,CH. DE LIEGE - TROU PERDU,4085.0
19504,92094,92094B273,88,ZONE INDUSTRIELLE,4085.0
19505,92094,92094B301,1044,VERRERIES,4085.0
19506,92094,92094B312,1624,SEDEN,4085.0
19507,92094,92094B401,724,BELLE VUE,4085.0
19508,92094,92094B412,1086,VIGNEROULE - FROIDEBISE,4085.0
19509,92094,92094B50-,1466,GERONSART,4085.0
19510,92094,92094C00-,1129,LE VIERLY,4085.0
19511,92094,92094C01-,511,PAIRELLE - FOURNEAU,4085.0
19512,92094,92094C020,976,ROUTE DE SAINT GERARD-BIENVENU,4085.0
19513,92094,92094C032,257,BOIS DU CURE,4085.0
19514,92094,92094C043,757,MARLAGNE - SUARY,4085.0
19515,92094,92094C054,333,RI DE FLANDRE,4085.0
19516,92094,92094C091,13,SAINT-HERIBERT,4085.0
19517,92094,92094C10-,1080,GRAND'RI,4085.0
19518,92094,92094C112,358,POTISSAU,4085.0
19519,92094,92094C18-,94,BOREUVILLE-CHAUSSEE DE DINANT,4085.0
19520,92094,92094C191,399,SERIMONT,4085.0
19521,92094,92094C212,327,CLOS DES SPINETTES,4085.0
19522,92094,92094C291,219,TIENNE AUX BRUYERES,4085.0
19523,92094,92094C313,102,BEAU VALLON,4085.0
19524,92094,92094D00-,786,MALONNE-CENTRE,4085.0
19525,92094,92094D011,270,BABIN,4085.0
19526,92094,92094D022,126,INZEVAUX,4085.0
19527,92094,92094D09-,278,LE CHEPSON,4085.0
19528,92094,92094D10-,268,CABACAT,4085.0
19529,92094,92094D110,659,FONTAINE-CENTRE,4085.0
19530,92094,92094D191,28,BOIS DE LA VECQUEE-GROS BUISSO,4085.0
19531,92094,92094D20-,422,LE PIROY,4085.0
19532,92094,92094D21-,545,BASSE CALINGE - LE BROCTIA,4085.0
19533,92094,92094D22-,332,PETIT BOIS - CALINGE,4085.0
19534,92094,92094D30-,451,CENTRE - ECOLES,4085.0
19535,92094,92094D310,265,LA POTALLE,4085.0
19536,92094,92094D322,429,LES TRIS,4085.0
19537,92094,92094D332,371,MARLERES - BRANSART,4085.0
19538,92094,92094D370,21,BAUCE INDUSTRIES,4085.0
19539,92094,92094D381,3,BALJI,4085.0
19540,92094,92094D390,156,LE TOMBOI,4085.0
19541,92094,92094D400,128,BAUCE-CENTRE,4085.0
19542,92094,92094D49-,98,PINCHON - BLANCHE MAISON,4085.0
19543,92094,92094E00-,1223,FLAWINNE-CENTRE,4086.0
19544,92094,92094E01-,1365,LES COMOGNES,4086.0
19545,92094,92094E021,217,SAINTE-ADELE,4086.0
19546,92094,92094E072,46,FLAWINNE ZONING INDUSTRIEL,4086.0
19547,92094,92094E089,93,LEUCHERE - CRESTIA,4086.0
19548,92094,92094E09-,34,FLACHE - PLANGEOIS - CHATEAU DES 4 SEIGNEURS,4086.0
19549,92094,92094E101,1407,LA HOLLANDE - TRI JOSSE,4086.0
19550,92094,92094E112,16,CASERNES,
19551,92094,92094E173,132,GARE DE FORMATION - RONET,4086.0
19552,92094,92094F00-,699,TEMPLOUX-CENTRE,4086.0
19553,92094,92094F01-,480,CHAUSSEE DENIVELLES,4086.0
19554,92094,92094F020,463,LES TOMBALES,4086.0
19555,92094,92094F03-,378,LE BOUT DU VILLAGE,4086.0
19556,92094,92094F090,189,TEMPLOUX - HABITATIONS DISP.,4086.0
19557,92094,92094G00-,418,SUARLEE-CENTRE,4086.0
19558,92094,92094G012,286,SAUSSIS,4086.0
19559,92094,92094G073,5,PARC DE RHISNES,4086.0
19560,92094,92094G091,143,LES COMOGNES,4086.0
19561,92094,92094G172,14,PARC DE RHISNES,4086.0
19562,92094,92094G183,19,ANCIEN FORT,4086.0
19563,92094,92094G190,2,BAN,4086.0
19564,92094,92094G210,612,MARRONNIER - TERTIBU,4086.0
19565,92094,92094H000,1133,BELGRADE-CENTRE,4086.0
19566,92094,92094H01-,202,LAIDE COUPE,4086.0
19567,92094,92094H02-,1133,ROUTE NAMUR - BRUXELLES,4086.0
19568,92094,92094H032,1122,LA HIANBE,4086.0
19569,92094,92094H091,181,CHAMP D'EXERCICES,4086.0
19570,92094,92094H100,1024,LA BOVERIE,4086.0
19571,92094,92094J00-,1917,SAINT-SERVAIS - STATION,4086.0
19572,92094,92094J01-,1032,RESERVOIR,4086.0
19573,92094,92094J021,1014,NOUVEAU MONDE,4086.0
19574,92094,92094J092,7,HOUYOUX,4086.0
19575,92094,92094J10-,1151,CHAUSSEE DE WATERLOO-CIMETIERE,4086.0
19576,92094,92094J11-,2160,SAINT-SERVAIS-CENTRE,4086.0
19577,92094,92094J12-,509,BEAU VALLON,4086.0
19578,92094,92094J13-,178,BRICGNIOT,4086.0
19579,92094,92094J201,516,BELLE-VUE,4086.0
19580,92094,92094J212,996,HASTEDON,4086.0
19581,92094,92094K00-,1026,COQUELET,4086.0
19582,92094,92094K01-,1738,MOULIN-A-VENT,4086.0
19583,92094,92094K02-,515,PONTY-PARC,4086.0
19584,92094,92094K09-,8,POTERESSE,4086.0
19585,92094,92094K10-,469,VILLAGE,4086.0
19586,92094,92094K11-,702,A LA ROCHE - LA PECHERIE,4086.0
19587,92094,92094K12-,71,FORET,4086.0
19588,92094,92094L000,1098,VEDRIN-CENTRE,4086.0
19589,92094,92094L010,1354,GUEULETTE,4086.0
19590,92094,92094L022,275,PEKET,4086.0
19591,92094,92094L032,113,PARC DU CHATEAU,4086.0
19592,92094,92094L081,84,VEDRIN-HABITATIONS DISP.-OUEST,4086.0
19593,92094,92094L091,26,VEDRIN-HABITATIONS DISP.-EST,4086.0
19594,92094,92094L10-,2121,LES COMOGNES,4086.0
19595,92094,92094L201,420,TRANSVAAL,4086.0
19596,92094,92094L21-,318,PELE CUL,4086.0
19597,92094,92094L222,524,LES CLOS A BOMEL,4086.0
19598,92094,92094L232,315,ROND CHENE - FOND D'ARQUET,4086.0
19599,92094,92094L291,26,FRIZET - BERLACOMINE,4086.0
19600,92094,92094L30-,356,DAUSSOULX-CENTRE,4086.0
19601,92094,92094L31-,104,TRIEU DES MINES,4086.0
19602,92094,92094L39-,193,LE HAZOIR - HABITATIONS DISP.,4086.0
19603,92094,92094M00-,902,SAINT-MARC-CENTRE,4086.0
19604,92094,92094M090,140,SAINT-MARC - HABITATIONS DISP.,4086.0
19605,92094,92094M100,391,LA DREVE,4086.0
19606,92094,92094N001,559,CHAMPION-CENTRE,4086.0
19607,92094,92094N011,266,FONDS DE CHAMPION,4086.0
19608,92094,92094N022,150,SARRASINS-NORD,4086.0
19609,92094,92094N032,274,ROUTE DE MARCHOVELETTE,4086.0
19610,92094,92094N090,4,GRANDE SALLE - LES TOMBES,4086.0
19611,92094,92094N101,204,ROND POINT - LES CHAMPS,4086.0
19612,92094,92094N112,237,SARRASINS-SUD,4086.0
19613,92094,92094N20-,444,COGNELEE-CENTRE,4086.0
19614,92094,92094N212,90,COGNELEE-CHAUSSEE,4086.0
19615,92094,92094N280,136,BELLE VUE-NORD,4086.0
19616,92094,92094N291,124,AU MOULIN - SARRAZIN,4086.0
19617,92094,92094P00-,293,LE TRI,4087.0
19618,92094,92094P01-,264,BONINNE-CENTRE,4087.0
19619,92094,92094P02-,157,BOIS DESNEUX,4087.0
19620,92094,92094P09-,98,BONINNE-HABITATIONS DISPERSEES,4087.0
19621,92094,92094P10-,174,LONGSART (PARC DU ),4087.0
19622,92094,92094P20-,519,GELBRESSEE-CENTRE,4087.0
19623,92094,92094P2PN,82,BOSQUET,4087.0
19624,92094,92094R00-,431,BEEZ - VALLEE,4087.0
19625,92094,92094R010,116,LONGSART - BOSQUET,4087.0
19626,92094,92094R02-,112,SOUS LE MONT DE BEEZ,4087.0
19627,92094,92094R090,0,MONT DE BEEZ,4087.0
19628,92094,92094R10-,712,FORET,4087.0
19629,92094,92094R11-,160,GRANDS MALADES,4087.0
19630,92094,92094S00-,200,MARCHE-LES-DAMES-CENTRE,4087.0
19631,92094,92094S09-,20,BOIS DE FLOREFFE - FOND DE MARCHE - HAIGNEAUX,4087.0
19632,92094,92094S10-,548,BAYET-WARTET -LA HAIE DU LOUP,4087.0
19633,92094,92094S19-,152,WARTET-HAIE DU LOUP-HAB. DISP.,4087.0
19634,92094,92094S21-,66,DIX BONNIERS,4087.0
19635,92094,92094T00-,65,LIVES-SUR-MEUSE-CENTRE,4087.0
19636,92094,92094T09-,35,LIVES-SUR-MEUSE - BOIS,4087.0
19637,92094,92094T10-,215,BRUMAGNE-CENTRE,4087.0
19638,92094,92094T19-,158,MOSANVILLE - BRUMAGNE OUEST,4087.0
19639,92094,92094U00-,99,LOYERS-CENTRE,4087.0
19640,92094,92094U010,466,CHAPELLE DE BELAIR,4087.0
19641,92094,92094U020,652,LES COMOGNES ET VIVIS,4087.0
19642,92094,92094U090,102,BOSSIME-BOSQUET(BOIS DU),4087.0
19643,92094,92094V00-,89,WIERDE-CENTRE,4087.0
19644,92094,92094V01-,174,LAMBATIENE,4087.0
19645,92094,92094V080,105,QUINAUX,4087.0
19646,92094,92094V090,126,WIERDE-HABITATIONS DISPERSEES,4087.0
19647,92094,92094V100,675,ANDOI-CENTRE,4087.0
19648,92094,92094V112,299,LES COMOGNES,4087.0
19649,92094,92094V191,28,ANDOI-HABITATIONS DISPERSEES,4087.0
19650,92094,92094V210,312,LILLIPUT,4087.0
19651,92094,92094W001,900,NANINNE-CENTRE,4085.0
19652,92094,92094W010,149,JAUSSE,4085.0
19653,92094,92094W022,383,LES ACQUIS - LES FLAWNEES,4085.0
19654,92094,92094W032,39,LES MAQUETTES,4085.0
19655,92094,92094W072,140,NANINNE PARC INDUSTRIEL,4085.0
19656,92094,92094W081,1,BONNIERS,4085.0
19657,92094,92094W091,22,LES BATIS,4085.0
19658,92094,92094X00-,353,DAVE-CENTRE,4085.0
19659,92094,92094X011,290,LES NOLETTES-LES FONDS DE DAVE,4085.0
19660,92094,92094X021,60,RIVAGE,4085.0
19661,92094,92094X032,335,FONDS DE DAVE,4085.0
19662,92094,92094X08-,96,ECLUSE - BARRAGE,4085.0
19663,92094,92094X090,27,BOIS,4085.0
19664,92094,92094X182,10,FORT DE DAVE,4085.0
19665,92094,92094X191,273,NEVIAU - SAINT-MARTIN,4085.0
19666,92094,92094X292,0,ILE DE DAVE,4085.0
19667,92094,92094Y00-,984,ERPENT-CENTRE,4085.0
19668,92094,92094Y012,1305,BOIS WILLIAM - BASEILLES,4085.0
19669,92094,92094Y022,320,TOURNOIRE - GRAND-TIGE,4085.0
19670,92094,92094Y091,164,RUISSEAU D'ERPENT,4085.0
19671,92094,92094Y191,42,BOIS BRULE,4085.0
19672,92094,92094ZZZZ,39,NIET TE LOKALISEREN IN EEN SECTOR,
19673,92097,92097A00-,730,LE TILLEUL,4088.0
19674,92097,92097A01-,351,LE GROS D'OHEY,4088.0
19675,92097,92097A02-,479,TAILLE GUERRY,4088.0
19676,92097,92097A09-,257,OHEY-HABITATIONS DISPERSEES,4088.0
19677,92097,92097B00-,608,HAILLOT-CENTRE,4088.0
19678,92097,92097B01-,236,MATAGNE,4088.0
19679,92097,92097B02-,338,GOLETTES,4088.0
19680,92097,92097B032,85,MOULIN,4088.0
19681,92097,92097B091,279,HAILLOT-HABITATIONS DISPERSEES,4088.0
19682,92097,92097C00-,300,PERWEZ-CENTRE,4088.0
19683,92097,92097C01-,181,BOIS DAME AGIS,4088.0
19684,92097,92097C09-,41,PERWEZ-HABITATIONS DISPERSEES,4088.0
19685,92097,92097D00-,88,GOESNES-CENTRE,4088.0
19686,92097,92097D09-,16,GOESNES-HABITATIONS DISPERSEES,4088.0
19687,92097,92097D10-,82,FILEE-CENTRE,4088.0
19688,92097,92097D19-,97,FILEE-HABITATIONS DISPERSEES,4088.0
19689,92097,92097E00-,201,JALLET-CENTRE,4088.0
19690,92097,92097E09-,89,JALLET-HABITATIONS DISPERSEES,4088.0
19691,92097,92097F00-,365,EVELETTE-CENTRE,4088.0
19692,92097,92097F09-,94,EVELETTE - HABITATIONS DISP.,4088.0
19693,92097,92097F10-,139,LIBOIS-CENTRE,4088.0
19694,92097,92097F19-,23,LIBOIS-HABITATIONS DISPERSEES,4088.0
19695,92097,92097F20-,20,TAHIER-CENTRE,4088.0
19696,92097,92097F29-,6,TAHIER-HABITATIONS DISPERSEES,4088.0
19697,92097,92097F30-,77,LA BOUCHAILLE,4088.0
19698,92097,92097ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
19699,92101,92101A00-,676,PROFONDEVILLE MEUSE,4089.0
19700,92101,92101A01-,798,HAUT,4089.0
19701,92101,92101A02-,533,LA HULLE,4089.0
19702,92101,92101A032,73,BOREUVILLE,4089.0
19703,92101,92101A041,659,BEAU VALLON,4089.0
19704,92101,92101A052,96,CHATEAU DE LA HULLE,4089.0
19705,92101,92101A063,1,DOUAIRE,4089.0
19706,92101,92101A091,203,LA HULLE - HABITATIONS DISP.,4089.0
19707,92101,92101A10-,88,BURNOT-CENTRE,4089.0
19708,92101,92101A19-,49,BURNOT-HABITATIONS DIPSERSEES,4089.0
19709,92101,92101B00-,527,LUSTIN-VILLAGE,4089.0
19710,92101,92101B012,248,FONDS DE NIMES,4089.0
19711,92101,92101B091,288,LUSTIN-HABITATIONS DISPERSEES,4089.0
19712,92101,92101B10-,256,LUSTIN-GARE,4089.0
19713,92101,92101B112,63,FONDS DELVAUX,4089.0
19714,92101,92101B123,106,SAINT-THOMAS,4089.0
19715,92101,92101B191,35,BOIS DE NIMES,4089.0
19716,92101,92101B21-,403,FONDS DE LUSTIN,4089.0
19717,92101,92101B291,86,TAILFER,4089.0
19718,92101,92101B312,40,ROCHERS DE FRESNES,4089.0
19719,92101,92101C000,214,RIVIERE-CENTRE,4089.0
19720,92101,92101C012,297,LE BOIS LAITERIE,4089.0
19721,92101,92101C08-,27,GRAND ILE,4089.0
19722,92101,92101C091,19,LES BATIS - LES AUJES,4089.0
19723,92101,92101D000,144,ARBRE-CENTRE,4089.0
19724,92101,92101D090,103,ARBRE CAMPAGNE - BOIS CASTAGNE,4089.0
19725,92101,92101D10-,142,BESINNE-CENTRE,4089.0
19726,92101,92101D19-,173,BESINNE-HABITATIONS DISPERSEES,4089.0
19727,92101,92101D29-,5,NEFFE - MONTIGNY,4089.0
19728,92101,92101E001,305,LESVE - EGLISE,4089.0
19729,92101,92101E012,326,LESVE-CENTRE,4089.0
19730,92101,92101E023,281,BOIS DE GRAUX,4089.0
19731,92101,92101E032,247,LES HAYETTES,4089.0
19732,92101,92101E08-,676,LES FONDS - LA LEVEE,4089.0
19733,92101,92101E091,121,LA BOUVERIE - LES MADELEINES,4089.0
19734,92101,92101E10-,96,GILET-VILLE,4089.0
19735,92101,92101E19-,352,CHEVAUCHOIR - FOND DE VAU,4089.0
19736,92101,92101F00-,367,BOIS-DE-VILLERS-CENTRE,4089.0
19737,92101,92101F01-,655,EL COU - CORNE FRANCHE,4089.0
19738,92101,92101F02-,426,MAUSTA - BATI,4089.0
19739,92101,92101F03-,470,SIX-BRAS,4089.0
19740,92101,92101F042,390,CHENE A L'IMAGE,4089.0
19741,92101,92101F052,166,CHESTIA,4089.0
19742,92101,92101F081,240,AUX VIVIS,4089.0
19743,92101,92101F091,285,L'ANGE - FRECHAU - MEURETTE,4089.0
19744,92101,92101F183,221,STORDOIR - CHARLERIE,4089.0
19745,92101,92101F192,177,HAUTE-CHARLERIE,4089.0
19746,92101,92101ZZZZ,4,NIET TE LOKALISEREN IN EEN SECTOR,
19747,92114,92114A00-,839,SOMBREFFE-CENTRE,4003.0
19748,92114,92114A01-,552,LA BUSE,4003.0
19749,92114,92114A02-,560,ELVEAU,4003.0
19750,92114,92114A030,637,SCOURMONT-OTTIAMONT-GIRONFONT.,4003.0
19751,92114,92114A090,381,SOMBREFFE - HABITATIONS DISP.,4003.0
19752,92114,92114A10-,138,BRUYERES-CENTRE,4003.0
19753,92114,92114A19-,62,BRUYERES - HABITATIONS DISP.,4003.0
19754,92114,92114A20-,199,ARDENELLE-CENTRE,4003.0
19755,92114,92114A29-,8,ARDENELLE - HABITATIONS DISP.,4003.0
19756,92114,92114B00-,302,TONGRINNE - VILLAGE,4004.0
19757,92114,92114B01-,293,TONGRENELLE,4004.0
19758,92114,92114B09-,296,QUART. NOBLE-PICHELIN-GR.BORNE,4004.0
19759,92114,92114B10-,672,DOCQ - HUMEREE,4004.0
19760,92114,92114B19-,223,POINT DU JOUR-CLE D'OR - RONCE,4004.0
19761,92114,92114C000,586,BOIGNEE-CENTRE,4004.0
19762,92114,92114C082,0,CROIX DE BOIS,4004.0
19763,92114,92114C091,6,BOIGNEE-HABITATIONS DISPERSEES,4004.0
19764,92114,92114C172,14,PARC INDUSTRIEL,4004.0
19765,92114,92114C193,0,ENCLAVE DE KEUMIEE,4004.0
19766,92114,92114D000,2013,LIGNY-CENTRE,4003.0
19767,92114,92114D012,186,QUARTIER 1815,4003.0
19768,92114,92114D091,413,LIGNY-HABITATIONS DISPERSEES,4003.0
19769,92114,92114D113,53,PLOMCO,4003.0
19770,92114,92114ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
19771,92137,92137A00-,796,AUVELAIS-CENTRE,4005.0
19772,92137,92137A010,969,RADACHE - PONT-A-BIESMES,4005.0
19773,92137,92137A020,377,PARC - STATION,4005.0
19774,92137,92137A03-,1256,AU VOISIN,4005.0
19775,92137,92137A05-,659,LES TERMES - LA PECHERIE,4005.0
19776,92137,92137A07-,24,USINES,4005.0
19777,92137,92137A09-,201,SURMONT,4005.0
19778,92137,92137A101,1504,SEURIS - GRIPPELOTTE - CENTRE,4005.0
19779,92137,92137A112,504,SEURIS - BRUYERE,4005.0
19780,92137,92137A19-,152,GRIPPELOTTE-BRUYERE-HAB. DISP.,4005.0
19781,92137,92137A20-,1010,LE ROMINET,4005.0
19782,92137,92137A21-,301,BOIS SAINTE-MARIE,4005.0
19783,92137,92137A22-,196,LA SARTHE,4005.0
19784,92137,92137A29-,102,LA LARRONNERIE,4005.0
19785,92137,92137A37-,251,LA VACHERIE,4005.0
19786,92137,92137B00-,860,ARSIMONT-CENTRE,4006.0
19787,92137,92137B01-,264,LE GAY - GRAND'ROUTE,4006.0
19788,92137,92137B020,589,HAUT BATY - CENTRE,4006.0
19789,92137,92137B032,124,L'HARZEE,4006.0
19790,92137,92137B08-,276,HAUT BATY - HABITATIONS DISP.,4006.0
19791,92137,92137B091,301,TRY DE FOSSES - LES FERMES,4006.0
19792,92137,92137C00-,713,FALISOLLE-CENTRE,4006.0
19793,92137,92137C010,1157,LE BOSQUET - STE ANNE,4006.0
19794,92137,92137C02-,194,LE ROTON,4006.0
19795,92137,92137C030,870,LES PIERRERES,4006.0
19796,92137,92137C04-,191,ST ROCH,4006.0
19797,92137,92137C052,310,FALISOLLE - L'HARZEE,4006.0
19798,92137,92137C081,77,LA PATURE-LES BOIS - HAB.DISP.,4006.0
19799,92137,92137C090,139,BOIS DU LOUP - CLAMINFORGE,4006.0
19800,92137,92137D00-,1044,TAMINES-CENTRE,4007.0
19801,92137,92137D010,1368,ACADEMIE,4007.0
19802,92137,92137D020,491,FRANCAIS - ABATTOIR,4007.0
19803,92137,92137D031,884,CAILLOUX - SOUPART,4007.0
19804,92137,92137D072,77,PRE DES HAZ,4007.0
19805,92137,92137D091,33,EMBARSINS,4007.0
19806,92137,92137D101,1300,LES ALLOUX - SAINTE BARBE,4007.0
19807,92137,92137D11-,472,LA PRAILLE,4007.0
19808,92137,92137D122,257,VAL DE SAMBRE,4007.0
19809,92137,92137D19-,332,ALLOUX-STE EUGENIE - HAB.DISP.,4007.0
19810,92137,92137D202,1325,LES BACHERES,4007.0
19811,92137,92137E00-,504,GORLI,4007.0
19812,92137,92137E01-,1294,MALONNE,4007.0
19813,92137,92137E08-,172,LE FORIET,4007.0
19814,92137,92137E09-,0,SAMBRE RIVE,4007.0
19815,92137,92137F00-,805,VELAINE-CENTRE,4005.0
19816,92137,92137F011,873,LA DUVE,4005.0
19817,92137,92137F02-,606,LE CULOT DU BOIS,4005.0
19818,92137,92137F032,351,LES GOLETTES,4005.0
19819,92137,92137F042,327,LE PRAHY,4005.0
19820,92137,92137F081,101,LA CAMPAGNE DU BUISSON,4005.0
19821,92137,92137F091,462,FAROT-TROU D'AMOT-POUDRIERE,4005.0
19822,92137,92137F182,1,GRAND VAU,4005.0
19823,92137,92137G00-,757,KEUMIEE-CENTRE,4007.0
19824,92137,92137G012,95,CORTONOI,4007.0
19825,92137,92137G091,0,KEUMIEE-HABITATIONS DISPERSEES,4007.0
19826,92137,92137G191,12,QUIRINI (ENCLAVE KEUMIEE),4005.0
19827,92137,92137ZZZZ,8,NIET TE LOKALISEREN IN EEN SECTOR,
19828,92138,92138A00-,563,FORVILLE-CENTRE,4008.0
19829,92138,92138A09-,53,BOIS BAULETTE,4008.0
19830,92138,92138A10-,255,SERESSIA-CENTRE,4008.0
19831,92138,92138A19-,7,SERESSIA - HABITATIONS DISP.,4008.0
19832,92138,92138A29-,126,GOCHENEE,4008.0
19833,92138,92138A30-,421,SERON-CENTRE,4008.0
19834,92138,92138A382,168,PELAKI - LES ARSYS - PALAIS,4008.0
19835,92138,92138A391,5,SERON-HABITATIONS DISPERSEES,4008.0
19836,92138,92138B001,284,BIERWART-CENTRE,4009.0
19837,92138,92138B012,172,OTEPPE,4009.0
19838,92138,92138B09-,54,BIERWART - HABITATIONS DISP.,4009.0
19839,92138,92138C00-,589,PONTILLAS-CENTRE,4009.0
19840,92138,92138C09-,70,PONTILLAS - HABITATIONS DISP.,4009.0
19841,92138,92138D00-,784,HINGEON-CENTRE,4010.0
19842,92138,92138D09-,81,HINGEON-HABITATIONS DISPERSEES,4010.0
19843,92138,92138E000,707,NOVILLE-LES-BOIS-CENTRE,4011.0
19844,92138,92138E090,104,QUATRE VENTS - LES BEGUINETTES,4011.0
19845,92138,92138E101,370,SART D'AVRIL,4011.0
19846,92138,92138E112,237,QUAMBEAU,4011.0
19847,92138,92138E191,95,TRONQUOY - FERNELMONT,4011.0
19848,92138,92138E1PJ,8,TRONQUOY - PARC INDUSTRIEL,4011.0
19849,92138,92138F00-,178,FRANC-WARET-CENTRE,4010.0
19850,92138,92138F0PP,143,FRANC-WARET-HABITATION DISP.,4010.0
19851,92138,92138F1PJ,4,TRONQUOY - PARC - INDUSTRIEL,4010.0
19852,92138,92138G00-,697,MARCHOVELETTE-CENTRE,4010.0
19853,92138,92138G09-,130,MARCHOVELETTE - HAB. DISP.,4010.0
19854,92138,92138H00-,144,TILLIER-CENTRE,4010.0
19855,92138,92138H09-,69,TILLIER-HABITATIONS DISPERSEES,4010.0
19856,92138,92138J000,443,CORTIL-WODON-CENTRE,4012.0
19857,92138,92138J090,234,CORTIL-WODON-HABITATIONS DISP.,4012.0
19858,92138,92138J100,273,HAMBRAINE-CENTRE,4012.0
19859,92138,92138J190,23,HAMBRAINE - HABITATIONS DISP.,4012.0
19860,92138,92138K001,104,HEMPTINNE-CENTRE,4008.0
19861,92138,92138K012,420,LA GOHIETTE,4008.0
19862,92138,92138K023,46,HEMPTINNE FERMES,4008.0
19863,92138,92138K09-,13,HEMPTINNE-HABITATIONS DISP.,4008.0
19864,92138,92138ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
19865,92140,92140A00-,1999,JEMEPPE-CENTRE,4013.0
19866,92140,92140A01-,279,CITE DES ROSES,4013.0
19867,92140,92140A020,586,SUR LES TIENES -FOND DES CUVES,4013.0
19868,92140,92140A032,517,LES CERISIERS,4013.0
19869,92140,92140A043,556,COMOGNES - PRE FLEURI,4013.0
19870,92140,92140A081,130,LES COMOGNES - HABIT. DISP.,4013.0
19871,92140,92140A09-,207,ORNEAU OUEST,4013.0
19872,92140,92140A101,740,GRAND BOIS -LES BRULES -CENTRE,4013.0
19873,92140,92140A111,141,SOLVAY-HABITAT,4013.0
19874,92140,92140A122,622,CITE DES ACACIAS,4013.0
19875,92140,92140A172,0,SOLVAY INDUSTRIE,4013.0
19876,92140,92140A190,263,GRAND BOIS-BRULES-HAB.DISP.-O,4013.0
19877,92140,92140A21-,156,LA SARTE,4013.0
19878,92140,92140B00-,379,BALATRE-CENTRE,4014.0
19879,92140,92140B09-,232,BALATRE-HABITATIONS DISPERSEES,4014.0
19880,92140,92140C00-,400,SAINT-MARTIN-CENTRE,4014.0
19881,92140,92140C09-,165,SAINT-MARTIN-HABITATIONS DISP.,4014.0
19882,92140,92140D00-,177,ONOZ-CENTRE,4014.0
19883,92140,92140D01-,118,VAU,4014.0
19884,92140,92140D09-,13,ONOZ - HABITATIONS DISPERSEES,4014.0
19885,92140,92140E00-,1494,SPY-CENTRE,4015.0
19886,92140,92140E01-,363,LA SAUVENIERE,4015.0
19887,92140,92140E021,816,PAJOT,4015.0
19888,92140,92140E03-,379,VIEILLE PLACE,4015.0
19889,92140,92140E04-,242,LE CHAUFOUR,4015.0
19890,92140,92140E052,239,CITE,4015.0
19891,92140,92140E090,543,SPY - HABITATIONS DISPERSEES,4015.0
19892,92140,92140E190,187,HORDIN,4015.0
19893,92140,92140F000,454,MOUSTIER-CENTRE VILLAGE,4016.0
19894,92140,92140F090,68,MOUSTIER - HABITATIONS DISP.,4016.0
19895,92140,92140F10-,1093,FONTENELLE - GARE,4016.0
