,CD_REFNIS,CD_SECTOR,TOTAL,TX_DESCR_SECTOR_NL,ZONENUMMER
0,11001,11001A00-,2447,AARTSELAAR-CENTRUM,1.0
1,11001,11001A01-,2816,DE LEEUWERIK,2.0
2,11001,11001A020,715,BUERSTEDE,3.0
3,11001,11001A030,436,YSSELAAR,2.0
4,11001,11001A042,344,KLEINE GRIPPE,4.0
5,11001,11001A052,2151,LEUG,1.0
6,11001,11001A063,750,TEN DORPE,1.0
7,11001,11001A074,28,BRUINEN BAARD,4.0
8,11001,11001A091,591,KLEISTRAAT - OEVER,1.0
9,11001,11001A0MA,57,ZINKVAL,3.0
10,11001,11001A0PA,119,CLEYDAEL-KASTEEL,3.0
11,11001,11001A10-,788,'T HEIKEN,5.0
12,11001,11001A173,573,NOTELAAN,3.0
13,11001,11001A190,378,DE REUKENS,5.0
14,11001,11001A20-,1003,DE KOEKOEK,6.0
15,11001,11001A21-,1258,VIERPALEN,7.0
16,11001,11001ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
17,11002,1100212MQ,0,STABROEK,106.0
18,11002,11002A00-,2754,ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),8.0
19,11002,11002A01-,1585,KLAPDORP - BROUWERSVLIET,9.0
20,11002,11002A02-,552,GROENPLAATS (SPAANSE WALLEN),10.0
21,11002,11002A03-,1092,HOOGSTRAAT (SPAANSE WALLEN),11.0
22,11002,11002A04-,1502,OUDAAN (SPAANSE WALLEN),12.0
23,11002,11002A05-,1605,GEVANGENIS (SPAANSE WALLEN),13.0
24,11002,11002A081,0,SCHELDEKADEN NOORD,14.0
25,11002,11002A10-,1694,MEIR - LEYSSTRAAT (SP. WALLEN),15.0
26,11002,11002A11-,1945,KIPDORP-ST.-JACOBS (SP.WALLEN),16.0
27,11002,11002A12-,963,K.N.S.-NAT. BANK (SP. WALLEN),17.0
28,11002,11002A13-,2084,STADSWAAG-BEGIJNHOF(SP.WALLEN),18.0
29,11002,11002A14-,1038,TABAKSVEST (SPAANSE WALLEN),19.0
30,11002,11002A15-,1448,HESSENHUIS (SPAANSE WALLEN),20.0
31,11002,11002A21-,2748,ST.-ANDRIES (SPAANSE WALLEN),14.0
32,11002,11002A22-,1722,ST.-MICHIELSKAAI (SP. WALLEN),14.0
33,11002,11002B701,5198,LINKEROEVER-ZUID (LINKEROEVER),21.0
34,11002,11002B71-,1931,LINKEROEVER - STATION,22.0
35,11002,11002B721,3984,LINKEROEVER-NOORD,23.0
36,11002,11002B73-,50,ST.-ANNA (LINKEROEVER),23.0
37,11002,11002B742,1753,THOENETLAAN (LINKEROEVER),23.0
38,11002,11002B752,174,GLORIANTLAAN (LINKEROEVER),21.0
39,11002,11002B782,170,GALGEWEEL (LINKEROEVER),24.0
40,11002,11002B791,330,ST.-ANNABOS (LINKEROEVER ),25.0
41,11002,11002B813,2403,BLANCEFLOERLAAN  (LINKEROEVER),24.0
42,11002,11002B824,552,CHARLES DE COSTERLAAN(L.OEVER),24.0
43,11002,11002C20-,378,STATIEKWARTIER (STATIONSWIJK),26.0
44,11002,11002C21-,1911,ATHENEUM (STATIONSWIJK),27.0
45,11002,11002C22-,1933,DE CONINCPLEIN-Z.(STATIONSW.),28.0
46,11002,11002C23-,3426,OFFERANDESTRAAT(STATIONSWIJK ),29.0
47,11002,11002C24-,3479,PROVINCIESTRAAT(STATIONSWIJK ),30.0
48,11002,11002C25-,3648,PELIKAANSTRAAT (STATIONSWIJK ),31.0
49,11002,11002C28-,0,STATION - ZOO (STATIONSWIJK ),32.0
50,11002,11002C29-,0,STADSPARK (STATIONSWIJK ),33.0
51,11002,11002C31-,1341,JEZUITENCOLLEGE(STATIONSWIJK ),33.0
52,11002,11002C41-,3048,DAMBRUGGESTRAAT-N.(STATIONSW.),34.0
53,11002,11002C42-,3546,DE ZAVEL (NOORDWIJK ),35.0
54,11002,11002C43-,2356,ST.-WILLEBRORDUS (NOORDWIJK ),35.0
55,11002,11002C44-,2075,POTGIETERSTRAAT (NOORDWIJK),36.0
56,11002,11002C45-,2735,STUIVENBERG ZIEKENHUIS(NOORDW),37.0
57,11002,11002C491,0,SCHIJNPOORT (DAM-SCHIJNPOORT ),37.0
58,11002,11002D30-,4367,CHARLOTTALEI (OOSTWIJK),38.0
59,11002,11002D31-,3097,ASTRID BAD (OOSTWIJK),39.0
60,11002,11002D32-,4072,ST.-VINCENTIUS (OOSTWIJK),40.0
61,11002,11002D33-,3328,STADSPARK-ZUID (OOSTWIJK),41.0
62,11002,11002D34-,5555,DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),42.0
63,11002,11002D35-,1554,VAN DIEPENBEECKSTR. (OOSTWIJK),39.0
64,11002,11002D38-,9,GAS (OOSTWIJK),43.0
65,11002,11002D41-,3594,STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),44.0
66,11002,11002D42-,2486,LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),45.0
67,11002,11002E122,1173,WAALSE KAAI (ZUIDWIJK),46.0
68,11002,11002E131,1610,VLAAMSE KAAI (ZUIDWIJK),46.0
69,11002,11002E14-,6109,MUSEUMWIJK (ZUIDWIJK),47.0
70,11002,11002E15-,1428,GERECHTSHOF (ZUIDWIJK),48.0
71,11002,11002E19-,0,OUDE SCHIPPERSDOKKEN(ZUIDWIJK),46.0
72,11002,11002E50-,5797,BELL (ZUIDWIJK),49.0
73,11002,11002E521,3262,LANGE ELZENSTRAAT (ZUIDWIJK),50.0
74,11002,11002E53-,2528,TROONPLAATS (ZUIDWIJK),51.0
75,11002,11002E551,2279,GERECHTSHOF (ZUIDWIJK),48.0
76,11002,11002E5MJ,877,SPAGHETTIKNOOP (KIEL),52.0
77,11002,11002F11-,3456,ST.-CATHARINA (KIEL),53.0
78,11002,11002F12-,2925,MAURITS SABBELAAN (KIEL),53.0
79,11002,11002F21-,4187,KOLONIELAAN (CAM. HUYSMANSL.),54.0
80,11002,11002F223,849,VOLHARDINGSSTRAAT (KIEL),54.0
81,11002,11002F60-,1874,KIEL - CENTRUM (KIEL),55.0
82,11002,11002F61-,4759,BOOMSE STWG-BEERSCHOT (KIEL),56.0
83,11002,11002F62-,2482,BEERSCHOT - STADION (KIEL),55.0
84,11002,11002F64-,2329,JAN DE VOSLEI (KIEL),54.0
85,11002,11002F65-,2194,PIUS X (KIEL),56.0
86,11002,11002F6MJ,4,PETROLEUM - SCHELDEKADEN-Z.,57.0
87,11002,11002F6NJ,7,KIELSE POLDER (KIEL),58.0
88,11002,11002G51-,2820,ST.-LAURENTIUS (ZUIDWIJK),59.0
89,11002,11002G522,1027,FRANSEN PLAATS (ZUIDWIJK),60.0
90,11002,11002G53-,3338,HARMONIE (ZUIDWIJK),61.0
91,11002,11002G54-,2380,KAREL OOMSTRAAT,62.0
92,11002,11002G552,457,C. TEICHMANN PLAATS (ZUIDWIJK),63.0
93,11002,11002G59-,74,ALBERTPARK (OOSTWIJK),61.0
94,11002,11002G72-,915,WILRIJKSPL.-W. (WILRIJKSPLEIN),64.0
95,11002,11002G73-,644,BLOKKEN-KRUISHOFSTR. (WILR.PL),64.0
96,11002,11002G74-,645,DEN BRANDT (WILRIJKSPLEIN),65.0
97,11002,11002G75-,141,OOSTERVELD (WILRIJKSPEIN),66.0
98,11002,11002G780,208,NACHTEGALENPARK(WILRIJKSPLEIN),65.0
99,11002,11002H40-,3795,ST.-AMANDUS (NOORDWIJK),67.0
100,11002,11002H41-,4411,STUIVENBERG-WEST,67.0
101,11002,11002H43-,3962,ST.-JANSPLEIN-TRAPSTR.(N.WIJK),68.0
102,11002,11002H44-,3000,STUIVENBERGPLEIN (NOORDWIJK),69.0
103,11002,11002H4MJ,0,STATION STUIVENBERG,70.0
104,11002,11002H83-,3530,SLACHTHUISWIJK (DAM-SCHIJNPOORT),70.0
105,11002,11002H84-,539,DAM (DAM - SCHIJNPOORT),70.0
106,11002,11002H8MJ,1,DAM- LOBROEKDOK (SCHIJNPOORT),70.0
107,11002,11002J072,704,OUDE HAVEN,77.0
108,11002,11002J80-,3773,LUCHTBAL-ZUID,73.0
109,11002,11002J820,1137,IJZERLAAN (DAM - SCHIJNPOORT),74.0
110,11002,11002J83-,1243,DUBOISSTRAAT (NOORDWIJK),71.0
111,11002,11002J84-,395,WILLEMDOK (SPAANSE WALLEN),76.0
112,11002,11002J85-,3055,'T EILANDJE,72.0
113,11002,11002J873,30,HOUTDOK,78.0
114,11002,11002J8AN,2880,AN-LUCHTBAL-NOORD,75.0
115,11002,11002K171,45,ALBERTDOK,84.0
116,11002,11002K172,0,MARSHALL-EN INDUSTRIEDOK ESSO,90.0
117,11002,11002K173,6,LEOPOLDDOK FORD-FABRIEKEN,92.0
118,11002,11002K175,0,CHURCHILLDOK-G. M. CONTIN.,97.0
119,11002,11002K1NP,1,AN-LUITHAGEN-TRANSCONTINENTAALWEG,95.0
120,11002,11002K1WN,0,AN-HAVEN/VORMINGSSTATION,100.0
121,11002,11002K214,51,LILLO - FORT,103.0
122,11002,11002K271,0,DISTRICT LILLO TUNNEL-NOORD,103.0
123,11002,11002K272,0,DISTRICT LILLO TUNNEL-ZUID,107.0
124,11002,11002K2MN,0,DISTRICT LILLO TUNNEL-ZUID,99.0
125,11002,11002L000,2109,ZANDVLIET-KERN(ZANDVL.-5 DIST),108.0
126,11002,11002L011,1379,STALSHOEK(ZANDVLIET-5 DISTR. ),108.0
127,11002,11002L022,168,GROTE RUIGEHEIDE(ZANDVL.-5DIS),109.0
128,11002,11002L070,0,HAVENGEBIED (ZANDVLIET-5 DIS),110.0
129,11002,11002L090,208,NOORDLAANPOLDER-VERSPR. BEW. (ZANDVLIET - 5 DISTRICT),109.0
130,11002,11002L100,2880,BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT),112.0
131,11002,11002L111,1020,STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT),108.0
132,11002,11002L122,2084,VISWATER(BERENDRECHT - 4 DIST),112.0
133,11002,11002L17-,0,HAVENGEBIED(BERENDRECHT - 4 D),111.0
134,11002,11002L18-,75,KRAAIENBERG(BERENDRECHT - 4 D),113.0
135,11002,11002M0MA,0,SCHELDE - CONTAINERTERMINAL,114.0
136,11002,11002M0QA,0,SCHELDE-ZUID,87.0
137,11002,11002M0RA,0,SCHELDE-NOORD,2755.0
138,11002,11002P00-,1567,EKEREN-CENTRUM,115.0
139,11002,11002P01-,2257,EKEREN-DORP,115.0
140,11002,11002P02-,1487,SCHOONBROEK,115.0
141,11002,11002P03-,2852,DE GEESTEN,116.0
142,11002,11002P04-,2464,HET ZAND,117.0
143,11002,11002P05-,769,LEERHOEKSLAAN,117.0
144,11002,11002P09-,0,VELTWIJCK,115.0
145,11002,11002P100,2290,MARIABURG,118.0
146,11002,11002P111,1532,DE BIST,118.0
147,11002,11002P12-,981,DE NOTESCHELP,118.0
148,11002,11002P192,0,HOGE BIST,118.0
149,11002,11002P20-,1299,HOEKAKKER,119.0
150,11002,11002P22-,1023,PRINSHOEVELAND,119.0
151,11002,11002P23-,2011,LAGE BIST,119.0
152,11002,11002P242,242,KLAVERVELDEN,121.0
153,11002,11002P2AN,0,EK-LAAR,121.0
154,11002,11002P2AP,1240,EK-LUCASWIJK,120.0
155,11002,11002P392,2,VLOEIENDE,122.0
156,11002,11002P500,1214,LEUGENBERG,122.0
157,11002,11002P589,148,DE HOEKX,122.0
158,11002,11002P590,122,KROMMESTR.- AKKER - BREDESTR.- VELDEN,122.0
159,11002,11002P6AK,181,EK-LEUGENBERG-ZUID,80.0
160,11002,11002P6BK,802,EK-SCHOONBROEK - TWEEKRONEN,80.0
161,11002,11002P6CK,794,EK-SCHOONBROEK HANDBOOG,80.0
162,11002,11002P6DK,1376,EK-GR.HAGELKRUIS-L.BAEKELANDSTRAAT,80.0
163,11002,11002P6EK,1847,EK-DONKSE BEEK,80.0
164,11002,11002P6FK,0,EK-EKERSE POLDER,80.0
165,11002,11002P6PK,0,EK-EKERSE PUTTEN,101.0
166,11002,11002Q001,4001,OUD MERKSEM,123.0
167,11002,11002Q012,3777,MERKSEM-CENTRUM,124.0
168,11002,11002Q021,902,LAATLOS,123.0
169,11002,11002Q03-,3390,GAGELVELDEN,125.0
170,11002,11002Q04-,2652,KLUIZEVELDEN,125.0
171,11002,11002Q052,966,EIGEN HEERD,123.0
172,11002,11002Q072,122,DUIVELSHOEK,123.0
173,11002,11002Q091,37,PARK,126.0
174,11002,11002Q10-,3204,OUDE BAREEL,127.0
175,11002,11002Q11-,1481,MERKSEMHEIDE,127.0
176,11002,11002Q12-,4377,KROONWIJK,126.0
177,11002,11002Q13-,3038,MELGESDREEF,128.0
178,11002,11002Q14-,3082,TUINWIJK,129.0
179,11002,11002Q17-,104,MERKSEM-DOKKEN,130.0
180,11002,11002Q201,6308,LAMBRECHTSHOEKEN,131.0
181,11002,11002Q212,2832,LAARSE BAAN-WEST,132.0
182,11002,11002Q222,509,RIETSCHOORVELDEN,133.0
183,11002,11002Q233,1467,LAARSE BAAN-OOST,132.0
184,11002,11002Q241,12,KRUISBAANVELDEN,131.0
185,11002,11002Q242,866,KRUISBAANVELDEN,131.0
186,11002,11002Q2AA,1416,'T LAAR,133.0
187,11002,11002Q2PP,9,ME-MERKSEMSE POLDER,132.0
188,11002,11002Q30-,253,KLEINE BAREEL,129.0
189,11002,11002Q39-,0,'T FORT,129.0
190,11002,11002Q49-,3,SPORTPALEIS,134.0
191,11002,11002R00-,838,DEURNE - GEMEENTEHUIS,135.0
192,11002,11002R01-,2858,PLANKENBERG,136.0
193,11002,11002R02-,1338,DEURNE-HET DORP,135.0
194,11002,11002R03-,4180,GALLIFORT,136.0
195,11002,11002R04-,1754,KREGLINGER,137.0
196,11002,11002R05-,2713,TER RIVIEREN,137.0
197,11002,11002R099,25,RIVIERENHOF-NOORD,138.0
198,11002,11002R101,5975,KRONENBURG,139.0
199,11002,11002R110,5285,BISSCHOPPENHOF,140.0
200,11002,11002R12-,3962,CONFORTA,141.0
201,11002,11002R13-,6356,TEN EEKHOVE,142.0
202,11002,11002R172,51,KANAAL,139.0
203,11002,11002R180,1241,BREM,143.0
204,11002,11002R19-,951,KRUININGE,144.0
205,11002,11002R20-,4301,VENNEBORG,145.0
206,11002,11002R21-,3420,MORTELHOEK,145.0
207,11002,11002R22-,1560,ERTBRUGGE,146.0
208,11002,11002R23-,3335,ZWARTE AREND,147.0
209,11002,11002R24-,3041,SCHOTENSTEENWEG,146.0
210,11002,11002R28-,106,RUGGEVELD,147.0
211,11002,11002R29-,0,ERTBRUGGE VELD,147.0
212,11002,11002R30-,1472,'T MESTPUTTEKE,148.0
213,11002,11002R31-,4306,DRIEKONINGEN,149.0
214,11002,11002R32-,1798,ARENA,148.0
215,11002,11002R33-,2973,KRIEKENHOF,148.0
216,11002,11002R34-,1512,MUGGENBERG,150.0
217,11002,11002R35-,2814,MORKHOVEN,150.0
218,11002,11002R39-,21,BOTERLAARHOF,147.0
219,11002,11002R401,3149,BOEKENBERG,151.0
220,11002,11002R41-,2455,DRAKENHOF,151.0
221,11002,11002R42-,1333,BOEKENBERGLEI,159.0
222,11002,11002R43-,2793,EKSTERLAAR,149.0
223,11002,11002R44-,2766,BOTERLAAR - SILSBURG,152.0
224,11002,11002R47-,99,VLIEGVELD,151.0
225,11002,11002R482,0,BOEKENBERGPARK,151.0
226,11002,11002S00-,4466,BORGERHOUT - GEMEENTEHUIS,153.0
227,11002,11002S01-,3911,FONTEINSTRAAT,154.0
228,11002,11002S02-,3449,DEN BLEEKHOF,155.0
229,11002,11002S03-,2373,KROONSTRAAT-WEST,153.0
230,11002,11002S04-,3798,HET LAAR,156.0
231,11002,11002S05-,2434,KATTENBERG,156.0
232,11002,11002S10-,1780,STENENBRUG-ZUID,157.0
233,11002,11002S11-,3156,COLLEGE,158.0
234,11002,11002S12-,2704,VAN DE PERRELEI,157.0
235,11002,11002S13-,1073,BOELAERPARK-NOORD,157.0
236,11002,11002S19-,0,TE BOELAERPARK,159.0
237,11002,11002S20-,882,FOORPLEIN,160.0
238,11002,11002S28-,0,DEURNE - HUISKENS,161.0
239,11002,11002S2MJ,705,E3 - E39,160.0
240,11002,11002S30-,3883,DE PEPERBUS,160.0
241,11002,11002S31-,4382,ST.-ANNA,162.0
242,11002,11002S41-,2204,LABORATORIUM,163.0
243,11002,11002S42-,2914,GITSCHOTEL,159.0
244,11002,11002S43-,1655,CRUYSLEI,159.0
245,11002,11002T00-,3463,OP TEN BERGH,164.0
246,11002,11002T01-,2432,POSTHOF,165.0
247,11002,11002T02-,1354,HOFVELD,166.0
248,11002,11002T03-,2509,STUIVENBERG,167.0
249,11002,11002T04-,1800,OUDE JUSTITIE,167.0
250,11002,11002T05-,2176,TURKEYEN,164.0
251,11002,11002T09-,506,VESTINGEN,166.0
252,11002,11002T10-,2263,RUYTENBURG,168.0
253,11002,11002T111,3339,FRUITHOF,169.0
254,11002,11002T12-,1768,OUDE BAEN,170.0
255,11002,11002T13-,2165,MOLENVELD,168.0
256,11002,11002T14-,2774,DE VELDEKENS,171.0
257,11002,11002T180,581,ROOY,171.0
258,11002,11002T19-,0,DE SCHOM,168.0
259,11002,11002T20-,4029,GITSCHOTEL,172.0
260,11002,11002T21-,1896,VOSSTRAETE,173.0
261,11002,11002T22-,2166,GROENENHOEK,172.0
262,11002,11002T23-,1378,BERCHEMBOS,173.0
263,11002,11002T24-,805,TUINWIJK,171.0
264,11002,11002T25-,436,HET PRIEEL,171.0
265,11002,11002T30-,1816,ZURENBORG,174.0
266,11002,11002T39-,12,OOSTKWARTIER,174.0
267,11002,11002T412,1652,ZILVERBEEK,169.0
268,11002,11002T42-,1860,DE ZEPTEN,169.0
269,11002,11002U00-,3189,WILRIJK-CENTRUM,175.0
270,11002,11002U01-,3030,YPERMAN - STEYTELINCK,176.0
271,11002,11002U02-,3314,OVERSNES - DUIVELSHOEK,175.0
272,11002,11002U03-,2554,KOORNBLOEM,177.0
273,11002,11002U09-,104,SLIJKHOEK - FORT 6,176.0
274,11002,11002U10-,3331,HONDSNEST - MOLENVELD,178.0
275,11002,11002U11-,1974,PARKWIJK,179.0
276,11002,11002U20-,5833,VALAAR - DE BREM,180.0
277,11002,11002U21-,3865,DE BRUYNLAAN-ZUID,181.0
278,11002,11002U22-,1261,DE BRUYNLAAN-NOORD,181.0
279,11002,11002U30-,3291,OOSTERVELD,182.0
280,11002,11002U31-,1176,ELSDONK-OOST,182.0
281,11002,11002U32-,1280,ELSDONK-WEST,183.0
282,11002,11002U33-,2742,SINT-AUGUSTINUS,183.0
283,11002,11002U40-,1969,EDEN,184.0
284,11002,11002U41-,765,U.I.A. VOORJAARSSTRAAT,185.0
285,11002,11002U43-,1247,GALLAITLAAN,186.0
286,11002,11002U47-,204,INDUSTRIEPARK-OOST,184.0
287,11002,11002U57-,172,TER BEKE HOF DREEF,187.0
288,11002,11002U5MA,9,GROENE HOEK - TER BEKE,188.0
289,11002,11002U5PA,5,GROENE HOEK - TER BEKE,188.0
290,11002,11002U60-,485,DOOY SLOOY,187.0
291,11002,11002U68-,4,SCHOONSELHOF - FORT 7,187.0
292,11002,11002U69-,15,KLAVERBLAD,187.0
293,11002,11002V00-,1799,HOBOKEN - CENTRUM,189.0
294,11002,11002V01-,2248,KLOOSTERSTRAAT,190.0
295,11002,11002V02-,1323,VINKEVELDEN,191.0
296,11002,11002V03-,1494,KAPELSTRAAT,189.0
297,11002,11002V04-,1864,SPORT PARK BELL,192.0
298,11002,11002V05-,2671,LEOPOLDLEI,192.0
299,11002,11002V07-,16,METALLURGIE - COCKERILL,193.0
300,11002,11002V099,31,PARK ZORGVLIET,191.0
301,11002,11002V10-,5884,ZWAANTJES,194.0
302,11002,11002V11-,3643,PORTUGESEHOF,195.0
303,11002,11002V12-,1791,WEERSTANDLAAN,195.0
304,11002,11002V13-,4099,HEIDE,190.0
305,11002,11002V14-,2592,LICHTENBERG,192.0
306,11002,11002V19-,197,BEGRAAFPLAATS,196.0
307,11002,11002V20-,2049,MEERLENHOF,197.0
308,11002,11002V21-,1191,STUIVENBERG,197.0
309,11002,11002V22-,1469,NACHTEGALENHOF-NOORD,191.0
310,11002,11002V23-,1967,NACHTEGALENHOF-ZUID,198.0
311,11002,11002V29-,0,HOF TER GROEN,197.0
312,11002,11002V301,1778,MORETUSBURG,193.0
313,11002,11002V312,1438,VISPUTTEN,199.0
314,11002,11002V322,1664,POLDERSTAD,200.0
315,11002,11002V373,10,INDUSTRIEPARK,199.0
316,11002,11002V391,2,POLDERBOS,200.0
317,11002,11002ZZZZ,866,NIET TE LOKALISEREN IN EEN SECTOR,
318,11004,11004A00-,1305,BOECHOUT-CENTRUM,201.0
319,11004,11004A01-,705,HOVEREVELD,201.0
320,11004,11004A02-,550,FRUITHOF,201.0
321,11004,11004A03-,1078,LANGE KROON,201.0
322,11004,11004A081,682,MUSSENHOEVE,202.0
323,11004,11004A09-,161,HOF VAN BOECHOUT,203.0
324,11004,11004A10-,1318,'T VOSKE,204.0
325,11004,11004A18-,151,HELLE,204.0
326,11004,11004A19-,676,SMIDJE-VERSPREIDE BEWONING,451.0
327,11004,11004A21-,822,MOLENVELD,201.0
328,11004,11004A220,1874,GILLEGOMBUURT,201.0
329,11004,11004A23-,775,SCHALIEHOEVEBUURT,204.0
330,11004,11004A242,591,VOGELWEIDE,202.0
331,11004,11004A29-,192,BOSHOEK,203.0
332,11004,11004B000,1115,VREMDE-DORP,205.0
333,11004,11004B010,562,BROECHEMSE STEENWEG,205.0
334,11004,11004B022,285,NIEUWE WIJK,205.0
335,11004,11004B081,387,TOEFFELHOEK,205.0
336,11004,11004B090,196,BLOEMENHOF - VREMDERMOLEN,205.0
337,11004,11004B19-,101,ACHTERSTE HOEVEN,205.0
338,11004,11004ZZZZ,1,NIET TE LOKALISEREN IN EEN SECTOR,
339,11005,11005A00-,1779,BOOM-CENTRUM,206.0
340,11005,11005A01-,2585,ADVOKAATSTRAAT,207.0
341,11005,11005A02-,1164,DE HOEK,208.0
342,11005,11005A03-,1279,BOOM STATION-F. DE SCHUTTERL.,209.0
343,11005,11005A04-,1306,NOEVEREN,209.0
344,11005,11005A051,355,SCHOMME,208.0
345,11005,11005A072,79,INDUSTRIE,209.0
346,11005,11005A093,150,HOLLEZIJP,210.0
347,11005,11005A10-,1059,BOSSTRAAT,211.0
348,11005,11005A184,83,RECREATIE,208.0
349,11005,11005A191,110,KLEINE STEYLEN,211.0
350,11005,11005A20-,1212,BAREEL-PARK,210.0
351,11005,11005A211,2135,WATERTOREN,212.0
352,11005,11005A22-,794,GEBO,213.0
353,11005,11005A232,795,KORTE STRAAT,208.0
354,11005,11005A242,389,QUESELS,212.0
355,11005,11005A25-,369,VOSKEN,212.0
356,11005,11005A30-,3147,PERTSGAD,214.0
357,11005,11005A39-,0,PARK,214.0
358,11005,11005ZZZZ,9,NIET TE LOKALISEREN IN EEN SECTOR,
359,11007,11007A00-,1195,BORSBEEK-CENTRUM,215.0
360,11007,11007A01-,1362,VOGELZANG,215.0
361,11007,11007A020,767,ACHTERROT,216.0
362,11007,11007A03-,3197,VAN PUTLEI,215.0
363,11007,11007A04-,4228,OUDE SPRINKHAAN,217.0
364,11007,11007A080,203,SCHOENDONK,216.0
365,11007,11007A09-,125,FORT 3,215.0
366,11007,11007ZZZZ,0,NIET TE LOKALISEREN IN EEN SECTOR,
367,11008,11008A00-,2180,VAGEVUURVELDEN,218.0
368,11008,11008A01-,2413,BRASSCHAAT-CENTRUM,219.0
369,11008,11008A020,4657,ZAND - HEISLAG,220.0
370,11008,11008A03-,1814,FORTUINBEEK,221.0
371,11008,11008A04-,2775,KLINIEK,221.0
372,11008,11008A091,27,PARK,219.0
373,11008,11008A0AA,449,NEERVELDEN,222.0
374,11008,11008A0BJ,1378,HEUVELS - RIETBEEMDEN,220.0
375,11008,11008A0PA,176,TORENHOF - HOF TEN BOS,222.0
376,11008,11008A10-,1599,MIDDELKAART,222.0
377,11008,11008A11-,1980,LAGE KAART,223.0
378,11008,11008A12-,1185,HOGE KAART,223.0
379,11008,11008A19-,248,EIKELENBERG,224.0
380,11008,11008A20-,2476,DRIEHOEK,222.0
381,11008,11008A21-,2249,BETHANIE,225.0
382,11008,11008A22-,148,MISHAGEN,224.0
383,11008,11008A283,213,HET LEEG - MIKSE HEIDE,226.0
384,11008,11008A29-,6,NIEMANDS BEEMDEN,226.0
385,11008,11008A30-,1633,MARIA-TER-HEIDE,227.0
386,11008,11008A31-,1094,MOLENHEIDE,227.0
387,11008,11008A32-,431,BELLENHOF,227.0
388,11008,11008A332,567,DUREN TIJD,227.0
389,11008,11008A381,273,DE MIK,228.0
390,11008,11008A3MB,518,GROOT SCHIETVELD,229.0
391,11008,11008A3PB,167,KAMP VAN BRASSCHAAT,
392,11008,11008A40-,3046,MARIABURG,231.0
393,11008,11008A49-,1345,LEENHEIDE - KATERHEIDE,232.0
394,11008,11008A500,1246,VRIESDONK,233.0
395,11008,11008A510,1903,TER BORCHT - VOSHOL,233.0
396,11008,11008A59-,9,PEERDSBOS,219.0
397,11008,11008ZZZZ,6,NIET TE LOKALISEREN IN EEN SECTOR,
398,11009,11009A000,2405,BRECHT-CENTRUM,234.0
399,11009,11009A01-,339,HEIKEN,234.0
400,11009,11009A02-,46,BEEKHOVEN,235.0
401,11009,11009A03-,101,PAPBOS,234.0
402,11009,11009A042,596,HENSEL,234.0
403,11009,11009A0AD,312,STEEGHOVEN,234.0
404,11009,11009A0MC,93,DE RING,234.0
405,11009,11009A0PD,979,HOEK - SCHOM,234.0
406,11009,11009A0QC,247,STAPELHEIDE - NOLLEKENS,234.0
407,11009,11009A20-,1721,HET VEEN,236.0
408,11009,11009A21-,1157,KAMBEENHEIDE,236.0
409,11009,11009A222,2212,HOGE HEIDE,236.0
410,11009,11009A281,7,DE MEREL,236.0
411,11009,11009A29-,17,VRAAGHEIDE,236.0
412,11009,11009A30-,472,OVERBROEK,235.0
413,11009,11009A38-,89,KREKELBERG,236.0
414,11009,11009A3AB,860,NIEUWE ROMMERSHEIDE,237.0
415,11009,11009A3PB,366,HORST - SCHOORDIJK - MEREYT,235.0
416,11009,11009A49-,266,BRECHTSE HEIDE,236.0
417,11009,11009A59-,0,GROOT SCHIETVELD,235.0
418,11009,11009A5AA,2135,ROMMERSHEIDE - LAKVEN,237.0
419,11009,11009A5PA,125,NOTTEBOHM,237.0
420,11009,11009B00-,1783,SINT-LENAARTS-CENTRUM,238.0
421,11009,11009B01-,681,POTHOEK,238.0
422,11009,11009B02-,424,HEIKEN,238.0
423,11009,11009B032,869,KONINGSSTOEL,238.0
424,11009,11009B08-,547,MOLENHEIKEN,238.0
425,11009,11009B091,277,HENXBROEK-KLOOSTERAKKER-VONDEL,238.0
426,11009,11009B18-,178,EESTER - LABOUREUR - VOGELZANG,239.0
427,11009,11009B19-,500,DE LEEUWERIK,238.0
428,11009,11009B20-,736,GROOT EN KLEIN VEERLE,238.0
429,11009,11009B29-,261,DE HOUW - GALGEVOORT,238.0
430,11009,11009B2MA,36,D'HOEF,238.0
431,11009,11009B2PA,315,VEERLE - VERSPREIDE BEWONING,238.0
432,11009,11009C00-,995,SINT-JOB-IN-'T GOOR - CENTRUM,240.0
433,11009,11009C01-,2805,LEEUWERIK,240.0
434,11009,11009C020,2039,ZAND,240.0
435,11009,11009C03-,2222,SINT-JOB-IN-'T GOOR - DORP-N.,241.0
436,11009,11009C08-,146,CHRISTUS-KONING,242.0
437,11009,11009C090,440,KLOOSTERVELD-VERSPR. BEW.,240.0
438,11009,11009ZZZZ,10,NIET TE LOKALISEREN IN EEN SECTOR,
439,11013,11013A00-,1754,EDEGEM-CENTRUM,243.0
440,11013,11013A01-,1225,MUSSENBURG,243.0
